date,Chain,TVL
2025-11-30,Zeniq,0
2025-11-30,Zero Network,252279
2025-11-30,ZKsync Lite,0
2025-11-30,ZYX,0
2025-11-30,ZetaChain,7525924
2025-11-30,aelf,6021652
2025-11-30,dYdX,159693474
2025-11-30,soonBase,394
2025-11-30,Xphere,5
2025-11-30,re.al,0
2025-11-30,smartBCH,753113
2025-11-30,Vaulta,76197836
2025-11-30,Zilliqa,669671
2025-11-30,opBNB,21109287
2025-12-07,AO,48113
2025-12-07,Acala,179707
2025-12-07,MAP Protocol,7138271
2025-12-07,Aeternity,172
2025-12-07,AirDAO,0
2025-12-07,Lisk,5627911
2025-12-07,0G,1417493
2025-12-07,AB,864865
2025-12-07,AILayer,104658
2025-12-07,ALV,0
2025-12-07,Abstract,29429156
2025-12-07,Darwinia,5077
2025-12-07,Areon Network,18001
2025-12-07,Dymension,1874569
2025-12-07,Asset Chain,232404
2025-12-07,Alephium,1571664
2025-12-07,Algorand,48636076
2025-12-07,Ancient8,115218
2025-12-07,ApeChain,5380178
2025-12-07,Aptos,466329666
2025-12-07,Arbitrum,2944880163
2025-12-07,Arbitrum Nova,638040
2025-12-07,Agoric,121519
2025-12-07,Aleph Zero EVM,0
2025-12-07,Aura Network,33103
2025-12-07,Aurora,3923740
2025-12-07,Archway,226454
2025-12-07,Artela,0
2025-12-07,Avalanche,1254202640
2025-12-07,BESC Hyperchain,507353
2025-12-07,BEVM,72105
2025-12-07,BOB,79942653
2025-12-07,BSC,6945178682
2025-12-07,BSquared,5473161
2025-12-07,Babylon Genesis,237995
2025-12-07,Bahamut,235784
2025-12-07,Base,4406816408
2025-12-07,Beam,1541957
2025-12-07,Berachain,192138888
2025-12-07,Bifrost,7973460
2025-12-07,Bifrost Network,21920657
2025-12-07,Bitcichain,1387
2025-12-07,Bitcoin,6443116827
2025-12-07,Bitcoincash,7009367
2025-12-07,Bitgert,0
2025-12-07,Bitindi,0
2025-12-07,Bitlayer,6644209
2025-12-07,Bitnet,0
2025-12-07,Bitrock,0
2025-12-07,Astar,1999989
2025-12-07,Bittensor EVM,642185
2025-12-07,Dogechain,1463419
2025-12-07,Bittorrent,359070
2025-12-07,Bone,0
2025-12-07,Bostrom,7095
2025-12-07,Botanix,21755507
2025-12-07,BounceBit,1320579
2025-12-07,CLV,0
2025-12-07,CMP,0
2025-12-07,CORE,53732846
2025-12-07,CSC,382813
2025-12-07,Callisto,3080
2025-12-07,Camp Network,7501
2025-12-07,Canto,3531344
2025-12-07,Capx Chain,1858376
2025-12-07,Carbon,719577
2025-12-07,Cardano,188896372
2025-12-07,Celo,55824888
2025-12-07,Chainflip,11882423
2025-12-07,Chihuahua,44621
2025-12-07,Chiliz,5975508
2025-12-07,Chromia,756269
2025-12-07,Ergo,1959861
2025-12-07,Comdex,15648
2025-12-07,Concordium,1455
2025-12-07,Conflux,6304152
2025-12-07,Astar zkEVM,19759
2025-12-07,Boba,2875289
2025-12-07,Coti,1225607
2025-12-07,Corn,1106329
2025-12-07,DSC,0
2025-12-07,Crab,99599
2025-12-07,Crescent,55580
2025-12-07,Cronos,389185875
2025-12-07,Cronos zkEVM,9958928
2025-12-07,CrossFi,84809
2025-12-07,Cube,0
2025-12-07,Cyber,25585
2025-12-07,DChain,21566
2025-12-07,Blast,52684632
2025-12-07,DFK,1334979
2025-12-07,Boba_Bnb,15
2025-12-07,CosmosHub,201332
2025-12-07,Dash,103257
2025-12-07,DeFiChain EVM,112950
2025-12-07,DeFiVerse,0
2025-12-07,DefiChain,1439611
2025-12-07,Degen,87
2025-12-07,Dexalot,2492868
2025-12-07,Dexit,0
2025-12-07,Doge,14200619
2025-12-07,DFS Network,0
2025-12-07,EDU Chain,617483
2025-12-07,Boba_Avax,0
2025-12-07,ENULS,2384
2025-12-07,EOS EVM,440
2025-12-07,IoTeX,6089590
2025-12-07,Echelon,0
2025-12-07,Echelon Initia,1351661
2025-12-07,Eclipse,2672539
2025-12-07,Elastos,775516
2025-12-07,Electroneum,209004
2025-12-07,Elys,232407
2025-12-07,Elysium,152341
2025-12-07,Empire,0
2025-12-07,Endurance,4166
2025-12-07,Energi,234865
2025-12-07,EnergyWeb,121933
2025-12-07,Equilibrium,1134429
2025-12-07,Ethereum,68866667745
2025-12-07,EthereumClassic,168962
2025-12-07,EthereumPoW,19097
2025-12-07,Etherlink,74799523
2025-12-07,Eventum,1028190
2025-12-07,Everscale,250690
2025-12-07,Evmos,189963
2025-12-07,FSC,6372834
2025-12-07,ETHF,0
2025-12-07,Ham,2929
2025-12-07,Fantom,5960057
2025-12-07,Flare,190404577
2025-12-07,Flow,104622896
2025-12-07,Fluence,2199251
2025-12-07,Form Network,5682
2025-12-07,Fraxtal,41293798
2025-12-07,Fuel Ignition,5158994
2025-12-07,FunctionX,10093
2025-12-07,Fuse,407431
2025-12-07,Fusion,0
2025-12-07,HAQQ,11
2025-12-07,HPB,0
2025-12-07,Ethereal,34173559
2025-12-07,Gala,3197740
2025-12-07,Genshiro,0
2025-12-07,Gnosis,145554413
2025-12-07,GoChain,6437
2025-12-07,Godwoken,56107
2025-12-07,GodwokenV1,1254594
2025-12-07,Goerli,0
2025-12-07,Gravity by Galxe,3833760
2025-12-07,Filecoin,13731689
2025-12-07,Findora,50633
2025-12-07,GateLayer,2347337
2025-12-07,Genesys,71443
2025-12-07,JBC,7822
2025-12-07,Harmony,539346
2025-12-07,HashKey Chain,2111016
2025-12-07,Haven1,6888
2025-12-07,HeLa,18816
2025-12-07,Heco,97573
2025-12-07,Hedera,75625331
2025-12-07,Heiko,0
2025-12-07,Hemi,13298614
2025-12-07,Hoo,0
2025-12-07,Horizen EON,0
2025-12-07,Hydra,19248
2025-12-07,Hydra Chain,57461
2025-12-07,Hydration,95109524
2025-12-07,Hyperliquid L1,1694777111
2025-12-07,ICP,14598785
2025-12-07,IOTA,11157861
2025-12-07,IOTA EVM,2724437
2025-12-07,Icon,7544468
2025-12-07,Immutable zkEVM,12000659
2025-12-07,Inertia,480659
2025-12-07,Initia,4530941
2025-12-07,Injective,16038176
2025-12-07,Ink,365348543
2025-12-07,Interlay,345045
2025-12-07,Joltify,5654
2025-12-07,Juno,128523
2025-12-07,K2,2679645
2025-12-07,KCC,1113539
2025-12-07,KUB,3204525
2025-12-07,Kadena,0
2025-12-07,Kaia,18689882
2025-12-07,Kardia,12223
2025-12-07,Karura,113531
2025-12-07,Kasplex,521265
2025-12-07,Katana,402766042
2025-12-07,Kava,56648763
2025-12-07,Keeta,259924
2025-12-07,Kekchain,0
2025-12-07,Kintsugi,86653
2025-12-07,Kopi,0
2025-12-07,Kroma,0
2025-12-07,Kujira,1293736
2025-12-07,LUKSO,40639
2025-12-07,LaChain Network,44617
2025-12-07,Lachain,16595
2025-12-07,Lamden,0
2025-12-07,Lens,210965
2025-12-07,Libre,151786
2025-12-07,ENI,30587710
2025-12-07,Linea,290195167
2025-12-07,LightLink,653459
2025-12-07,DuckChain,26727
2025-12-07,zkLink Nova,168775
2025-12-07,GOAT,33476600
2025-12-07,Moonchain,243
2025-12-07,Lung,0
2025-12-07,MANTRA,418362
2025-12-07,Xai,110475
2025-12-07,MEER,0
2025-12-07,MTT Network,49
2025-12-07,MUUCHAIN,0
2025-12-07,MVC,328931
2025-12-07,Manta,10977053
2025-12-07,Manta Atlantic,2429
2025-12-07,Mantle,175373478
2025-12-07,Massa,41996
2025-12-07,Matchain,80091
2025-12-07,Mayachain,6688307
2025-12-07,Merlin,24298386
2025-12-07,Meter,398594
2025-12-07,Metis,19381756
2025-12-07,Mezo,2329885
2025-12-07,Migaloo,0
2025-12-07,Milkomeda A1,1146
2025-12-07,Milkomeda C1 (Deprecated),0
2025-12-07,Mind Network,0
2025-12-07,Mint,49749
2025-12-07,Mixin,28425523
2025-12-07,Obyte,415871
2025-12-07,Polynomial,2252608
2025-12-07,Moonbeam,5647217
2025-12-07,Morph,6806236
2025-12-07,Movement,198642751
2025-12-07,MultiVAC,16312
2025-12-07,MultiversX,23855459
2025-12-07,NEO,5474777
2025-12-07,NOS,0
2025-12-07,Nahmii,75815
2025-12-07,Naka,120929
2025-12-07,Namada,1528988
2025-12-07,Mode,2587368
2025-12-07,Oasis Sapphire,316669
2025-12-07,Neon,157163
2025-12-07,Neutron,20929049
2025-12-07,Nibiru,5464863
2025-12-07,Nolus,773548
2025-12-07,Nova Network,0
2025-12-07,Nuls,2544365
2025-12-07,OKTChain,2255172
2025-12-07,OP Mainnet,291435053
2025-12-07,OXFUN,0
2025-12-07,Oasis Emerald,221970
2025-12-07,Monad,187546481
2025-12-07,Oasys,885949
2025-12-07,Provenance,262924368
2025-12-07,Polygon zkEVM,2029891
2025-12-07,PulseChain,82415952
2025-12-07,Onus,284510
2025-12-07,OpenGPU,94747
2025-12-07,Oraichain,548066
2025-12-07,Osmosis,35455984
2025-12-07,Palm,539
2025-12-07,Parallel,0
2025-12-07,Parex,80571
2025-12-07,SatoshiVM,252828
2025-12-07,Omax,27836
2025-12-07,Near,147788383
2025-12-07,OntologyEVM,2430
2025-12-07,Persistence One,76310
2025-12-07,Plume (Deprecated),0
2025-12-07,Plume Mainnet,154896909
2025-12-07,Polis,0
2025-12-07,Polkadex,72043
2025-12-07,Polygon,1231464086
2025-12-07,Penumbra,10999
2025-12-07,Litecoin,1908163
2025-12-07,Perennial,0
2025-12-07,Planq,6142
2025-12-07,Civitia,51477
2025-12-07,Plasma,1512812039
2025-12-07,Pego,47690
2025-12-07,Peaq,1342169
2025-12-07,Prom,1113759
2025-12-07,Q Protocol,13616
2025-12-07,QL1,0
2025-12-07,Qubic,118792
2025-12-07,REI,2805
2025-12-07,REIchain,1616
2025-12-07,RENEC,72438
2025-12-07,RSS3,0
2025-12-07,Radix,5036141
2025-12-07,Rangers,0
2025-12-07,Rari,14654
2025-12-07,Redbelly,366531
2025-12-07,Redstone,35093
2025-12-07,ReyaChain,25925811
2025-12-07,Rollux,15446376
2025-12-07,Ronin,22797691
2025-12-07,Rootstock,163962995
2025-12-07,SKALE Europa,210953
2025-12-07,SX Network,1191
2025-12-07,SX Rollup,1941337
2025-12-07,Saakuru,70208
2025-12-07,Odyssey,385961
2025-12-07,Ontology,5648914
2025-12-07,Saga,7548149
2025-12-07,Neo X Mainnet,16098
2025-12-07,Scroll,193952722
2025-12-07,Moonriver,2360302
2025-12-07,Sei,182443255
2025-12-07,Shape,89966
2025-12-07,Shibarium,1798836
2025-12-07,Shiden,17889
2025-12-07,Shido,550108
2025-12-07,ShimmerEVM,628702
2025-12-07,Sifchain,0
2025-12-07,Silicon zkEVM,8131
2025-12-07,Solana,8516128026
2025-12-07,Somnia,2830358
2025-12-07,Soneium,44291158
2025-12-07,Superposition,168693
2025-12-07,Sonic,88198805
2025-12-07,Soon Network,24257
2025-12-07,Sophon,9028800
2025-12-07,Sora,51311
2025-12-07,Stacks,117332137
2025-12-07,Starcoin,606260
2025-12-07,Stargaze,157780
2025-12-07,Starknet,220394142
2025-12-07,Stellar,169343632
2025-12-07,Step,22197
2025-12-07,Story,10156962
2025-12-07,Stratis,37865
2025-12-07,Superseed,276495
2025-12-07,Ultron,339577
2025-12-07,Ubiq,0
2025-12-07,Supra,2004915
2025-12-07,Secret,3796050
2025-12-07,Loop,46391
2025-12-07,Swan,5911
2025-12-07,Swellchain,9235306
2025-12-07,Syscoin,0
2025-12-07,TAC,4654073
2025-12-07,TON,84028631
2025-12-07,Taiko,8664036
2025-12-07,Taraxa,288802
2025-12-07,Telos,4290530
2025-12-07,Tenet,0
2025-12-07,Terra Classic,1127498
2025-12-07,Terra2,5541314
2025-12-07,Tezos,31798321
2025-12-07,Theta,607991
2025-12-07,Thorchain,50464774
2025-12-07,ThunderCore,369569
2025-12-07,Titan,748982
2025-12-07,Tlchain,0
2025-12-07,Tombchain,704717
2025-12-07,Tron,4449249727
2025-12-07,UX,921558
2025-12-07,Unichain,120718340
2025-12-07,Unit Zero,793029
2025-12-07,Sui,924135701
2025-12-07,Vana,1768885
2025-12-07,Vaulta,69981593
2025-12-07,WINR,1201539
2025-12-07,VeChain,2302443
2025-12-07,Velas,322153
2025-12-07,Venom,3381237
2025-12-07,Verus,28041419
2025-12-07,Viction,543369
2025-12-07,VinuChain,13798
2025-12-07,Voi Network,60966
2025-12-07,WEMIX3.0,8901715
2025-12-07,XPLA,290068
2025-12-07,Wanchain,3719427
2025-12-07,Waterfall,1
2025-12-07,Waves,13060290
2025-12-07,Wax,474765
2025-12-07,World Chain,40143339
2025-12-07,X Layer,21721492
2025-12-07,XCHAIN,852338
2025-12-07,XDC,23205591
2025-12-07,XION,6558
2025-12-07,Songbird,547919
2025-12-07,XPR Network,56203379
2025-12-07,XRPL,68844949
2025-12-07,XRPL EVM,47558
2025-12-07,Vision,0
2025-12-07,soonBase,402
2025-12-07,ZetaChain,7437833
2025-12-07,svmBNB,24406
2025-12-07,Xone Chain,206520
2025-12-07,Yominet,1401984
2025-12-07,ZIGChain,3096199
2025-12-07,ZKsync Era,36592629
2025-12-07,ZKsync Lite,0
2025-12-07,ZYX,0
2025-12-07,Zcash,1658636
2025-12-07,Zeniq,0
2025-12-07,Zero Network,251810
2025-12-07,Zircuit,1993200
2025-12-07,Zilliqa,660822
2025-12-07,Xphere,5
2025-12-07,Zkfair,89406
2025-12-07,Zora,56180
2025-12-07,aelf,5768044
2025-12-07,dYdX,161090446
2025-12-07,inEVM,142214
2025-12-07,opBNB,21304735
2025-12-07,re.al,0
2025-12-07,smartBCH,85033
2025-12-07,Vite,4949488
2025-12-14,0G,2398738
2025-12-14,AB,874434
2025-12-14,Lisk,6022566
2025-12-14,ALV,0
2025-12-14,Concordium,1455
2025-12-14,Abstract,27797693
2025-12-14,Acala,177857
2025-12-14,Aeternity,168
2025-12-14,AILayer,104701
2025-12-14,AO,47826
2025-12-14,AirDAO,0
2025-12-14,Alephium,1543581
2025-12-14,Astar,2129372
2025-12-14,Ancient8,113780
2025-12-14,Asset Chain,228365
2025-12-14,Algorand,46682287
2025-12-14,ApeChain,5411498
2025-12-14,Aptos,462306069
2025-12-14,Arbitrum,2949565177
2025-12-14,Arbitrum Nova,614517
2025-12-14,Archway,228156
2025-12-14,Aleph Zero EVM,0
2025-12-14,Agoric,117971
2025-12-14,Astar zkEVM,19759
2025-12-14,Bittensor EVM,734689
2025-12-14,Bitrock,0
2025-12-14,Areon Network,18001
2025-12-14,Artela,0
2025-12-14,Avalanche,1250227625
2025-12-14,BESC Hyperchain,498621
2025-12-14,BEVM,72761
2025-12-14,BOB,80645706
2025-12-14,BSC,6861197605
2025-12-14,BSquared,5501475
2025-12-14,Babylon Genesis,340720
2025-12-14,Bahamut,213039
2025-12-14,Aurora,3877748
2025-12-14,Base,4483723122
2025-12-14,Beam,1493109
2025-12-14,Bifrost,7625160
2025-12-14,Bifrost Network,21613515
2025-12-14,Bitcichain,1429
2025-12-14,Bitcoin,7026321170
2025-12-14,Bitcoincash,6971719
2025-12-14,Bitgert,0
2025-12-14,Bitindi,0
2025-12-14,Bitlayer,6680369
2025-12-14,Bitnet,0
2025-12-14,Aura Network,34393
2025-12-14,Berachain,262590530
2025-12-14,Blast,53006646
2025-12-14,EDU Chain,570296
2025-12-14,Camp Network,7268
2025-12-14,Bone,0
2025-12-14,Bostrom,7053
2025-12-14,Botanix,19953521
2025-12-14,BounceBit,1214745
2025-12-14,CLV,0
2025-12-14,CMP,0
2025-12-14,CORE,60226248
2025-12-14,CSC,383487
2025-12-14,Callisto,3102
2025-12-14,Coti,1258439
2025-12-14,Corn,1077995
2025-12-14,CosmosHub,196765
2025-12-14,Carbon,725509
2025-12-14,Cardano,184764869
2025-12-14,Celo,52778543
2025-12-14,Chainflip,11076758
2025-12-14,Chihuahua,45045
2025-12-14,Chiliz,6075889
2025-12-14,Chromia,715222
2025-12-14,Civitia,49272
2025-12-14,Bittorrent,346232
2025-12-14,Conflux,7721591
2025-12-14,DuckChain,27268
2025-12-14,Boba_Avax,0
2025-12-14,Boba,2915434
2025-12-14,Dymension,1760343
2025-12-14,Crab,99000
2025-12-14,Crescent,55580
2025-12-14,Cronos,382343210
2025-12-14,Cronos zkEVM,9642660
2025-12-14,CrossFi,81786
2025-12-14,Cube,0
2025-12-14,Cyber,23567
2025-12-14,DChain,21687
2025-12-14,DFK,1313290
2025-12-14,DFS Network,0
2025-12-14,DSC,0
2025-12-14,Darwinia,5047
2025-12-14,Dash,104905
2025-12-14,DeFiChain EVM,115925
2025-12-14,DeFiVerse,0
2025-12-14,DefiChain,2515037
2025-12-14,Degen,99614
2025-12-14,Dexalot,2318285
2025-12-14,Dexit,0
2025-12-14,Doge,14070237
2025-12-14,Dogechain,1677511
2025-12-14,Doma,0
2025-12-14,Comdex,15648
2025-12-14,Flare,189890255
2025-12-14,Fluence,2314539
2025-12-14,Ham,2929
2025-12-14,IoTeX,6114454
2025-12-14,Eclipse,2705029
2025-12-14,Elastos,782683
2025-12-14,Electroneum,226276
2025-12-14,Elys,214461
2025-12-14,Elysium,174332
2025-12-14,Empire,0
2025-12-14,Endurance,3959
2025-12-14,EOS EVM,440
2025-12-14,Energi,230933
2025-12-14,Echelon,0
2025-12-14,Equilibrium,1134429
2025-12-14,Ethereal,36225355
2025-12-14,Ethereum,70230114276
2025-12-14,EthereumClassic,165596
2025-12-14,EthereumPoW,18888
2025-12-14,Etherlink,71767887
2025-12-14,Eventum,1036422
2025-12-14,Everscale,268135
2025-12-14,Evmos,188428
2025-12-14,EnergyWeb,123466
2025-12-14,FSC,5268428
2025-12-14,Ergo,1795522
2025-12-14,Fantom,5062118
2025-12-14,ETHF,0
2025-12-14,Echelon Initia,1318093
2025-12-14,GateLayer,2325775
2025-12-14,Fogo,348305
2025-12-14,Form Network,5937
2025-12-14,Fraxtal,40856419
2025-12-14,Fuel Ignition,5409971
2025-12-14,FunctionX,6713
2025-12-14,Fuse,427151
2025-12-14,Fusion,0
2025-12-14,HAQQ,11
2025-12-14,Gala,3183971
2025-12-14,HPB,0
2025-12-14,Genesys,92551
2025-12-14,Genshiro,0
2025-12-14,Gnosis,147007892
2025-12-14,GoChain,5980
2025-12-14,Godwoken,56121
2025-12-14,GodwokenV1,1205433
2025-12-14,Goerli,0
2025-12-14,Gravity by Galxe,3950634
2025-12-14,Filecoin,11730396
2025-12-14,Findora,50806
2025-12-14,GOAT,34303340
2025-12-14,Flow,95769167
2025-12-14,Boba_Bnb,15
2025-12-14,Canto,3657423
2025-12-14,Joltify,5654
2025-12-14,Haven1,6888
2025-12-14,HeLa,117228
2025-12-14,Heco,97573
2025-12-14,Hedera,68729045
2025-12-14,Heiko,0
2025-12-14,Hemi,13679722
2025-12-14,Hoo,0
2025-12-14,Horizen EON,0
2025-12-14,Hydra,19248
2025-12-14,Hydra Chain,57056
2025-12-14,Hydration,99589475
2025-12-14,Hyperliquid L1,1634859012
2025-12-14,ICP,14048931
2025-12-14,IOTA,10814571
2025-12-14,IOTA EVM,2656125
2025-12-14,Icon,7474852
2025-12-14,Immutable zkEVM,11914508
2025-12-14,Inertia,459845
2025-12-14,Initia,4231389
2025-12-14,Injective,14778046
2025-12-14,Ink,398489096
2025-12-14,Interlay,342827
2025-12-14,JBC,7822
2025-12-14,Juno,126931
2025-12-14,K2,2551001
2025-12-14,KCC,1154842
2025-12-14,KUB,3158625
2025-12-14,Kadena,0
2025-12-14,Kaia,17125128
2025-12-14,Kardia,15033
2025-12-14,Karura,108285
2025-12-14,Kasplex,478107
2025-12-14,Katana,411120142
2025-12-14,Kava,54420213
2025-12-14,Keeta,314086
2025-12-14,Kekchain,0
2025-12-14,Kintsugi,81810
2025-12-14,Kopi,0
2025-12-14,Kroma,0
2025-12-14,Kujira,1303870
2025-12-14,LUKSO,29698
2025-12-14,LaChain Network,44643
2025-12-14,Lachain,16595
2025-12-14,Lamden,0
2025-12-14,Lens,210940
2025-12-14,Libre,151802
2025-12-14,ENI,40298639
2025-12-14,LightLink,672030
2025-12-14,ENULS,2009
2025-12-14,Harmony,531028
2025-12-14,HashKey Chain,2150225
2025-12-14,Linea,241853656
2025-12-14,Capx Chain,1860405
2025-12-14,Litecoin,1864614
2025-12-14,Mantle,180853580
2025-12-14,Obyte,427084
2025-12-14,MANTRA,412507
2025-12-14,MAP Protocol,7386230
2025-12-14,MEER,0
2025-12-14,MTT Network,37
2025-12-14,MUUCHAIN,0
2025-12-14,MVC,286698
2025-12-14,Manta,11029110
2025-12-14,Manta Atlantic,2261
2025-12-14,Moonbeam,5326558
2025-12-14,Mode,2534447
2025-12-14,Monad,196238241
2025-12-14,Mayachain,7187307
2025-12-14,Merlin,25228489
2025-12-14,Meter,372933
2025-12-14,Metis,19071213
2025-12-14,Mezo,2354043
2025-12-14,Migaloo,0
2025-12-14,Milkomeda A1,1146
2025-12-14,Milkomeda C1 (Deprecated),0
2025-12-14,Mind Network,0
2025-12-14,Mixin,28770606
2025-12-14,Oasis Emerald,222240
2025-12-14,Oasys,860876
2025-12-14,Oasis Sapphire,307980
2025-12-14,Lung,0
2025-12-14,Moonchain,200
2025-12-14,Moonriver,2202719
2025-12-14,Morph,5544640
2025-12-14,Movement,201748506
2025-12-14,MultiVAC,16466
2025-12-14,MultiversX,22670487
2025-12-14,NEO,5650902
2025-12-14,NOS,0
2025-12-14,Nahmii,74089
2025-12-14,Naka,121488
2025-12-14,Namada,1474804
2025-12-14,Near,142269865
2025-12-14,Neo X Mainnet,15486
2025-12-14,Neon,149465
2025-12-14,Neutron,21976019
2025-12-14,Nibiru,5491800
2025-12-14,Nolus,789775
2025-12-14,Nova Network,0
2025-12-14,Nuls,2557546
2025-12-14,OKTChain,1601664
2025-12-14,OP Mainnet,300236242
2025-12-14,OXFUN,0
2025-12-14,Scroll,195408331
2025-12-14,svmBNB,24380
2025-12-14,SatoshiVM,258845
2025-12-14,Prom,1092658
2025-12-14,Ontology,5683615
2025-12-14,OntologyEVM,2199
2025-12-14,Onus,283523
2025-12-14,OpenGPU,106269
2025-12-14,Oraichain,490527
2025-12-14,Palm,539
2025-12-14,Parex,79452
2025-12-14,Osmosis,34243362
2025-12-14,Polygon zkEVM,2038561
2025-12-14,Parallel,0
2025-12-14,Peaq,1244573
2025-12-14,Polygon,1166933756
2025-12-14,Plume (Deprecated),0
2025-12-14,Penumbra,10999
2025-12-14,Perennial,0
2025-12-14,Persistence One,69275
2025-12-14,Loop,49002
2025-12-14,Plasma,1551701800
2025-12-14,Polkadex,72043
2025-12-14,Plume Mainnet,154586510
2025-12-14,Polis,0
2025-12-14,Massa,45070
2025-12-14,Planq,6131
2025-12-14,Pego,47690
2025-12-14,Polynomial,2226626
2025-12-14,Provenance,328551753
2025-12-14,Q Protocol,13646
2025-12-14,QL1,0
2025-12-14,Qubic,103976
2025-12-14,REI,2336
2025-12-14,REIchain,1626
2025-12-14,RENEC,72028
2025-12-14,RSS3,0
2025-12-14,Radix,4910575
2025-12-14,Rangers,0
2025-12-14,Redbelly,359173
2025-12-14,Redstone,37125
2025-12-14,Saga,10407482
2025-12-14,ReyaChain,25889205
2025-12-14,Rollux,15683434
2025-12-14,Ronin,23395980
2025-12-14,Rootstock,171297227
2025-12-14,SKALE Europa,205414
2025-12-14,SX Network,1209
2025-12-14,SX Rollup,2210758
2025-12-14,Saakuru,69924
2025-12-14,Odyssey,387481
2025-12-14,Omax,23111
2025-12-14,PulseChain,92006714
2025-12-14,Rari,14322
2025-12-14,smartBCH,84845
2025-12-14,Matchain,80095
2025-12-14,Unit Zero,720373
2025-12-14,Sui,922843876
2025-12-14,Songbird,525249
2025-12-14,Shape,89685
2025-12-14,Shibarium,1796239
2025-12-14,Shiden,23242
2025-12-14,Shido,515602
2025-12-14,ShimmerEVM,630162
2025-12-14,Sifchain,0
2025-12-14,Silicon zkEVM,8206
2025-12-14,Solana,8808923888
2025-12-14,Ubiq,0
2025-12-14,Somnia,3099345
2025-12-14,Sonic,84672744
2025-12-14,Story,8987693
2025-12-14,Soon Network,24428
2025-12-14,Sophon,9132067
2025-12-14,Sora,0
2025-12-14,Stable,100029836
2025-12-14,Stacks,121910264
2025-12-14,Starcoin,606387
2025-12-14,Stargaze,157780
2025-12-14,Starknet,228171314
2025-12-14,Soneium,36990019
2025-12-14,UX,945293
2025-12-14,Tron,4419153696
2025-12-14,Tombchain,20922
2025-12-14,Ultron,315431
2025-12-14,XPLA,284017
2025-12-14,Unichain,124361544
2025-12-14,Sei,178594422
2025-12-14,Superseed,287525
2025-12-14,Supra,1879519
2025-12-14,Swan,8366
2025-12-14,Swellchain,9064702
2025-12-14,Syscoin,0
2025-12-14,TAC,4696958
2025-12-14,TON,86460115
2025-12-14,Taiko,8500762
2025-12-14,Taraxa,286046
2025-12-14,Telos,4049820
2025-12-14,Tenet,0
2025-12-14,Terra Classic,719176
2025-12-14,Terra2,9025255
2025-12-14,Tezos,33396702
2025-12-14,Theta,614082
2025-12-14,Thorchain,50049949
2025-12-14,ThunderCore,371535
2025-12-14,Titan,748982
2025-12-14,Tlchain,0
2025-12-14,Stellar,170024744
2025-12-14,Step,23557
2025-12-14,Superposition,169748
2025-12-14,Mint,50522
2025-12-14,XRPL EVM,47167
2025-12-14,Vite,4949488
2025-12-14,XRPL,68487911
2025-12-14,WEMIX3.0,8123165
2025-12-14,Vaulta,68323540
2025-12-14,VeChain,2671186
2025-12-14,Velas,326600
2025-12-14,Venom,3226776
2025-12-14,Verus,28564788
2025-12-14,Viction,540954
2025-12-14,VinuChain,12914
2025-12-14,Vision,0
2025-12-14,Voi Network,60966
2025-12-14,XION,5719
2025-12-14,WINR,1183030
2025-12-14,XPR Network,55626304
2025-12-14,Wanchain,3654683
2025-12-14,Waterfall,1
2025-12-14,Waves,13140530
2025-12-14,Wax,476400
2025-12-14,World Chain,42858845
2025-12-14,Stratis,36176
2025-12-14,XCHAIN,784026
2025-12-14,Xai,109645
2025-12-14,XDC,25001616
2025-12-14,X Layer,23186028
2025-12-14,re.al,0
2025-12-14,ZetaChain,2970058
2025-12-14,soonBase,411
2025-12-14,zkLink Nova,143210
2025-12-14,Xone Chain,185263
2025-12-14,Xphere,5
2025-12-14,Yominet,1433430
2025-12-14,ZIGChain,4485493
2025-12-14,ZKsync Era,35973606
2025-12-14,ZKsync Lite,0
2025-12-14,ZYX,0
2025-12-14,Zcash,2079915
2025-12-14,Secret,3762576
2025-12-14,Zero Network,194160
2025-12-14,Vana,1804473
2025-12-14,Zilliqa,630789
2025-12-14,Zircuit,1743622
2025-12-14,Zkfair,90290
2025-12-14,Zora,57367
2025-12-14,aelf,5575627
2025-12-14,dYdX,161456554
2025-12-14,inEVM,142214
2025-12-14,opBNB,21963394
2025-12-14,Zeniq,0
2025-12-21,Areon Network,18001
2025-12-21,AB,827943
2025-12-21,AILayer,101498
2025-12-21,Linea,222119425
2025-12-21,EDU Chain,592982
2025-12-21,Abstract,26737379
2025-12-21,Acala,192298
2025-12-21,Artela,0
2025-12-21,0G,2170813
2025-12-21,AO,42555
2025-12-21,Aeternity,224
2025-12-21,Alephium,1556848
2025-12-21,AirDAO,0
2025-12-21,Ancient8,106678
2025-12-21,Asset Chain,226696
2025-12-21,Algorand,45089225
2025-12-21,ApeChain,5147474
2025-12-21,Aptos,452280283
2025-12-21,Arbitrum,2833478162
2025-12-21,Arbitrum Nova,596211
2025-12-21,Archway,222403
2025-12-21,ALV,0
2025-12-21,Agoric,102573
2025-12-21,Aleph Zero EVM,0
2025-12-21,Berachain,233755106
2025-12-21,Bifrost Network,21729350
2025-12-21,Bittensor EVM,520806
2025-12-21,Aura Network,33622
2025-12-21,Bittorrent,349804
2025-12-21,Aurora,3746111
2025-12-21,Avalanche,1171736344
2025-12-21,BESC Hyperchain,505153
2025-12-21,BEVM,70891
2025-12-21,BOB,78436551
2025-12-21,BSC,6522264321
