date,Fees Burnt per Transaction (Mean)
2025-12-25,4.4840153774e-06
2025-12-26,7.1539746454e-06
2025-12-27,4.106121709e-06
2025-12-28,4.0696161008e-06
2025-12-29,7.0413462368e-06
2025-12-30,6.4413606389e-06
2025-12-31,6.7507700225e-06
2026-01-01,5.3675411192e-06
2026-01-02,9.7865563675e-06
2026-01-03,5.9083469406e-06
2026-01-04,5.6871490538e-06
2026-01-05,1.07324509742e-05
2026-01-06,2.15208805025e-05
2026-01-07,9.1276259525e-06
2026-01-08,9.8257637173e-06
2026-01-09,6.3381378097e-06
2026-01-10,3.7722772181e-06
2026-01-11,4.2396534684e-06
2026-01-12,6.1317438878e-06
2026-01-13,1.05166795191e-05
2026-01-14,1.21044414815e-05
2026-01-15,1.3186760701e-05
2026-01-16,4.2139811658e-06
2026-01-17,3.4609781265e-06
2026-01-18,3.7492133131e-06
2026-01-19,7.8610468297e-06
2026-01-20,1.11808891989e-05
2026-01-21,1.97329779645e-05
2026-01-22,9.2274267161e-06
2026-01-23,7.7948105741e-06
2026-01-24,6.2022683458e-06
2026-01-25,7.4639641966e-06
2026-01-26,1.02999984325e-05
2026-01-27,8.082069478e-06
2026-01-28,8.3914710362e-06
2026-01-29,3.52003949042e-05
2026-01-30,4.59756040846e-05
2026-01-31,0.0001652621316881
2026-02-01,2.64082403333e-05
2026-02-02,3.91777970934e-05
2026-02-03,3.11696205393e-05
2026-02-04,2.80850782206e-05
2026-02-05,0.0002599839672845
2026-02-06,0.0001092947423363
2026-02-07,9.6677277654e-06
2026-02-08,5.3569813465e-06
2026-02-09,9.4799235796e-06
2026-02-10,6.6460544423e-06
2026-02-11,1.11810326725e-05
2026-02-12,2.52322161071e-05
2026-02-13,8.5281981328e-06
2026-02-14,5.0262214388e-06
2026-02-15,4.8191413007e-06
2026-02-16,4.4912415805e-06
2026-02-17,8.3911310401e-06
2026-02-18,8.8191793406e-06
2026-02-19,9.010617112e-06
2026-02-20,8.4556271325e-06
2026-02-21,5.26986989e-06
2026-02-22,4.948189202e-06
2026-02-23,7.3862852835e-06
2026-02-24,9.1793319733e-06
2026-02-25,1.30032067168e-05
2026-02-26,1.06686591325e-05
2026-02-27,9.7449698198e-06
2026-02-28,8.6099484157e-06
2026-03-01,6.6688317337e-06
2026-03-02,1.61042800323e-05
2026-03-03,1.55081622241e-05
2026-03-04,2.04554610963e-05
2026-03-05,1.0465871994e-05
2026-03-06,1.12990845127e-05
2026-03-07,4.5991597747e-06
2026-03-08,4.8570577514e-06
2026-03-09,9.512750755e-06
2026-03-10,1.01151487262e-05
2026-03-11,1.12976308882e-05
2026-03-12,1.07722544542e-05
2026-03-13,1.69776746486e-05
2026-03-14,3.911409176e-06
2026-03-15,5.0537612219e-06
2026-03-16,2.01431577043e-05
2026-03-17,9.7689805893e-06
2026-03-18,1.1978093597e-05
2026-03-19,1.08765903525e-05
2026-03-20,8.4576379032e-06
2026-03-21,4.0950306228e-06
2026-03-22,7.90176961253e-05
2026-03-23,1.2261319598e-05
2026-03-24,6.7125896917e-06
2026-03-25,7.7067775977e-06
2026-03-26,7.9298286872e-06
2026-03-27,1.06144649928e-05
2026-03-28,6.169705258e-06
2026-03-29,1.45774863937e-05
2026-03-30,1.28058447105e-05
2026-03-31,1.98734874228e-05
2026-04-01,1.65750404729e-05
2026-04-02,1.35207957656e-05
2026-04-03,1.2660816583e-05
2026-04-04,1.1203461181e-05
2026-04-05,1.13893604701e-05
2026-04-06,9.822291809e-06
2026-04-07,1.18989102038e-05
2026-04-08,1.83674128474e-05
2026-04-09,1.02157135794e-05
2026-04-10,8.5747835457e-06
