date,Adjusted SOPR (aSOPR)
2015-04-27,0.96165151
2015-04-28,0.98499987
2015-04-29,0.98341127
2015-04-30,1.002251
2015-05-01,0.99124387
2015-05-02,0.9882532
2015-05-03,1.01182455
2015-05-04,0.99466035
2015-05-05,0.97328382
2015-05-06,0.98955598
2015-05-07,0.9754461
2015-05-08,1.00080231
2015-05-09,0.99852105
2015-05-10,0.99230689
2015-05-11,0.95151878
2015-05-12,0.97990509
2015-05-13,0.99153711
2015-05-14,0.97611567
2015-05-15,0.9843863
2015-05-16,0.98179072
2015-05-17,0.98682867
2015-05-18,0.9746869
2015-05-19,0.98149509
2015-05-20,0.98828987
2015-05-21,0.98972188
2015-05-22,0.99049926
2015-05-23,0.98419196
2015-05-24,0.99728778
2015-05-25,0.97062954
2015-05-26,0.98583188
2015-05-27,0.97708195
2015-05-28,0.97129178
2015-05-29,0.99262002
2015-05-30,0.84887722
2015-05-31,0.96351298
2015-06-01,0.94970738
2015-06-02,0.96254217
2015-06-03,0.97788188
2015-06-04,0.97676296
2015-06-05,0.98755139
2015-06-06,0.98856654
2015-06-07,0.93962885
2015-06-08,0.99079061
2015-06-09,0.99801385
2015-06-10,0.97544946
2015-06-11,0.97670043
2015-06-12,0.9986545
2015-06-13,0.96741295
2015-06-14,0.98746629
2015-06-15,0.99687896
2015-06-16,1.01483411
2015-06-17,1.00930442
2015-06-18,1.00409856
2015-06-19,0.99662538
2015-06-20,0.99738856
2015-06-21,1.0060707
2015-06-22,0.99943286
2015-06-23,0.99166361
2015-06-24,0.9801366
2015-06-25,0.98215299
2015-06-26,0.99016812
2015-06-27,1.0067703
2015-06-28,1.00647379
2015-06-29,1.0089351
2015-06-30,1.02442706
2015-07-01,1.00123687
2015-07-02,0.99073825
2015-07-03,0.93492528
2015-07-04,1.00271087
2015-07-05,0.9988635
2015-07-06,1.01715231
2015-07-07,1.01476312
2015-07-08,1.00351165
2015-07-09,0.97263764
2015-07-10,1.02086724
2015-07-11,1.01491699
2015-07-12,1.04929478
2015-07-13,0.99641597
2015-07-14,1.00684194
2015-07-15,1.00515997
2015-07-16,0.98995863
2015-07-17,0.99886969
2015-07-18,0.98350518
2015-07-19,0.99294398
2015-07-20,0.96018702
2015-07-21,0.99301877
2015-07-22,0.99598917
2015-07-23,1.00618819
2015-07-24,1.00941022
2015-07-25,1.02082446
2015-07-26,1.01682284
2015-07-27,1.00630045
2015-07-28,1.00997555
2015-07-29,0.99249234
2015-07-30,0.98639789
2015-07-31,1.00691247
2015-08-01,0.99102721
2015-08-02,0.99826497
2015-08-03,1.00133808
2015-08-04,0.98553936
2015-08-05,0.9968127
2015-08-06,0.99559987
2015-08-07,0.99490347
2015-08-08,1.0086008
2015-08-09,0.89999378
2015-08-10,0.98578878
2015-08-11,0.99267009
2015-08-12,0.99827871
2015-08-13,0.98944027
2015-08-14,0.98592112
2015-08-15,0.98936008
2015-08-16,0.97894759
2015-08-17,0.98808495
2015-08-18,0.98115714
2015-08-19,0.9464244
2015-08-20,0.96294416
2015-08-21,0.97406011
2015-08-22,0.97705193
2015-08-23,0.99825008
2015-08-24,0.956236
2015-08-25,0.89872718
2015-08-26,0.94626282
2015-08-27,0.99423803
2015-08-28,0.99840241
2015-08-29,0.98320716
2015-08-30,0.99047177
2015-08-31,0.99383777
2015-09-01,0.98657337
2015-09-02,0.98572858
2015-09-03,0.97406626
2015-09-04,0.98982294
2015-09-05,0.9971322
2015-09-06,1.00501399
2015-09-07,1.00262237
2015-09-08,1.00492399
2015-09-09,0.99798401
2015-09-10,0.97412248
2015-09-11,0.9958397
2015-09-12,0.99118561
2015-09-13,0.98370842
2015-09-14,0.98487794
2015-09-15,0.98852735
2015-09-16,0.98912425
2015-09-17,0.99637608
2015-09-18,0.99765188
2015-09-19,0.99098686
2015-09-20,0.99050441
2015-09-21,0.9977316
2015-09-22,0.9921181
2015-09-23,0.96047674
2015-09-24,0.9987585
2015-09-25,0.99754313
2015-09-26,0.9945543
2015-09-27,0.99424835
2015-09-28,0.99040997
2015-09-29,1.00065206
2015-09-30,0.99655262
2015-10-01,0.98969405
2015-10-02,1.00031113
2015-10-03,1.00258326
2015-10-04,0.99493059
2015-10-05,0.99734593
2015-10-06,1.00422407
2015-10-07,0.9848659
2015-10-08,0.98871512
2015-10-09,0.99979047
2015-10-10,0.99524152
2015-10-11,0.99763111
2015-10-12,0.96887162
2015-10-13,1.00464714
2015-10-14,0.98338269
2015-10-15,1.00567935
2015-10-16,1.0131862
2015-10-17,1.01843151
2015-10-18,1.00694692
2015-10-19,1.00158415
2015-10-20,1.01599899
2015-10-21,1.00553114
2015-10-22,1.00881356
2015-10-23,1.01424479
2015-10-24,1.01405695
2015-10-25,1.02719645
2015-10-26,1.00553756
2015-10-27,1.02580685
2015-10-28,1.0286314
2015-10-29,1.03641091
2015-10-30,1.05561423
2015-10-31,1.02649075
2015-11-01,1.03641207
2015-11-02,1.05460189
2015-11-03,1.06663427
2015-11-04,1.12453157
2015-11-05,1.02833074
2015-11-06,0.99132338
2015-11-07,1.04153711
2015-11-08,1.00188314
2015-11-09,1.0149166
2015-11-10,0.96862155
2015-11-11,0.94126591
2015-11-12,0.99336165
2015-11-13,1.00999223
2015-11-14,1.00176071
2015-11-15,0.99020239
2015-11-16,0.98719784
2015-11-17,1.03061723
2015-11-18,1.00305537
2015-11-19,0.99610495
2015-11-20,0.98735935
2015-11-21,1.00027481
2015-11-22,1.00852616
2015-11-23,0.99517559
2015-11-24,0.99484399
2015-11-25,1.0001416
2015-11-26,1.03019317
2015-11-27,1.01844639
2015-11-28,1.01033291
2015-11-29,1.02035859
2015-11-30,1.03318861
2015-12-01,1.00892444
2015-12-02,0.99765758
2015-12-03,1.00632729
2015-12-04,1.00777723
2015-12-05,1.02458906
2015-12-06,1.04889271
2015-12-07,1.03006004
2015-12-08,1.02305969
2015-12-09,1.0703313
2015-12-10,1.02689946
2015-12-11,1.04196921
2015-12-12,1.02182859
2015-12-13,1.02376312
2015-12-14,1.05214179
2015-12-15,1.04384221
2015-12-16,1.01774769
2015-12-17,1.01848004
2015-12-18,1.01956411
2015-12-19,1.03755281
2015-12-20,1.00846045
2015-12-21,0.99930978
2015-12-22,1.00730582
2015-12-23,1.01561542
2015-12-24,1.03170847
2015-12-25,1.03486427
2015-12-26,0.98489016
2015-12-27,0.99077664
2015-12-28,0.99921881
2015-12-29,1.00203955
2015-12-30,1.00456354
2015-12-31,1.01750165
2016-01-01,1.01813041
2016-01-02,1.00707931
2016-01-03,1.01530552
2016-01-04,1.01609153
2016-01-05,1.00924036
2016-01-06,1.00896584
2016-01-07,1.06616558
2016-01-08,1.02474243
2016-01-09,1.01050451
2016-01-10,1.04802428
2016-01-11,1.02449988
2016-01-12,1.01681804
2016-01-13,0.98807469
2016-01-14,0.99994896
2016-01-15,0.97472392
2016-01-16,0.9689819
2016-01-17,1.00142209
2016-01-18,0.9835999
2016-01-19,0.99523117
2016-01-20,1.01472483
2016-01-21,1.01060197
2016-01-22,0.93087092
2016-01-23,0.99377196
2016-01-24,1.0149657
2016-01-25,1.00891724
2016-01-26,1.0023582
2016-01-27,1.00152567
2016-01-28,0.98328955
2016-01-29,0.97790523
2016-01-30,1.00739582
2016-01-31,0.99808655
2016-02-01,0.97329638
2016-02-02,0.99425365
2016-02-03,0.98794085
2016-02-04,1.00669726
2016-02-05,1.00234732
2016-02-06,0.98632415
2016-02-07,0.99956375
2016-02-08,0.99284532
2016-02-09,0.98861679
2016-02-10,1.00420465
2016-02-11,1.00006924
2016-02-12,1.00408466
2016-02-13,1.00854569
2016-02-14,1.0198223
2016-02-15,1.00976405
2016-02-16,1.01734667
2016-02-17,1.0306676
2016-02-18,1.01235792
2016-02-19,1.01925027
2016-02-20,1.02290131
2016-02-21,1.01247943
2016-02-22,1.01342159
2016-02-23,1.00029868
2016-02-24,1.00799545
2016-02-25,1.00644388
2016-02-26,1.00689739
2016-02-27,1.01047695
2016-02-28,1.01516995
2016-02-29,1.02814262
2016-03-01,1.02068009
2016-03-02,1.00628085
2016-03-03,1.00311099
2016-03-04,1.0009948
2016-03-05,0.9960274
2016-03-06,1.00156565
2016-03-07,1.0039402
2016-03-08,1.00163137
2016-03-09,0.99263825
2016-03-10,1.00659367
2016-03-11,1.00697279
2016-03-12,1.00034871
2016-03-13,1.0058058
2016-03-14,1.00610095
2016-03-15,1.00452303
2016-03-16,1.00609895
2016-03-17,1.00841989
2016-03-18,1.00018337
2016-03-19,0.99519263
2016-03-20,1.00013769
2016-03-21,1.00784716
2016-03-22,1.01448301
2016-03-23,1.00487307
2016-03-24,1.00515728
2016-03-25,1.00977638
2016-03-26,1.01064986
2016-03-27,1.00873624
2016-03-28,1.01266086
2016-03-29,1.00122314
2016-03-30,1.00116464
2016-03-31,1.00809717
2016-04-01,1.00412633
2016-04-02,1.00806658
2016-04-03,1.00546936
2016-04-04,1.00435517
2016-04-05,1.00804822
2016-04-06,1.01789346
2016-04-07,1.03201918
2016-04-08,1.00148881
2016-04-09,0.99965315
2016-04-10,1.0311905
2016-04-11,1.00559825
2016-04-12,1.0146123
2016-04-13,1.00351087
2016-04-14,1.00417002
2016-04-15,1.00716201
2016-04-16,1.01052249
2016-04-17,1.00291835
2016-04-18,1.00364617
2016-04-19,1.00730797
2016-04-20,1.0145842
2016-04-21,1.01774054
2016-04-22,1.01918834
2016-04-23,1.0122911
2016-04-24,1.02586458
2016-04-25,1.03067438
2016-04-26,1.01708952
2016-04-27,1.00429866
2016-04-28,0.99764039
2016-04-29,1.00698623
2016-04-30,1.0060254
2016-05-01,1.01978663
2016-05-02,0.99880743
2016-05-03,1.00385357
2016-05-04,1.0043569
2016-05-05,1.00530353
2016-05-06,1.01853009
2016-05-07,1.00977904
2016-05-08,1.00920088
2016-05-09,1.00976686
2016-05-10,1.00812887
2016-05-11,1.00710844
2016-05-12,1.00365766
2016-05-13,1.00591644
2016-05-14,1.01390772
2016-05-15,1.00737894
2016-05-16,1.00020216
2016-05-17,1.04654834
2016-05-18,1.00657402
2016-05-19,1.0042729
2016-05-20,1.00328144
2016-05-21,1.00252247
2016-05-22,1.00128946
2016-05-23,1.00698387
2016-05-24,1.00338837
2016-05-25,1.01119837
2016-05-26,1.00922366
2016-05-27,1.04978792
2016-05-28,1.05394967
2016-05-29,1.0549946
2016-05-30,1.04476176
2016-05-31,1.03160478
2016-06-01,1.02619497
2016-06-02,1.04429356
2016-06-03,1.03724668
2016-06-04,1.04076226
2016-06-05,1.03579636
2016-06-06,1.04327224
2016-06-07,1.01680836
2016-06-08,1.02768602
2016-06-09,1.01732348
2016-06-10,1.02000909
2016-06-11,1.02777665
2016-06-12,1.09821867
2016-06-13,1.10054378
2016-06-14,1.03654463
2016-06-15,1.05195507
2016-06-16,1.10838914
2016-06-17,1.04443007
2016-06-18,1.05468939
2016-06-19,1.04090846
2016-06-20,1.02408438
2016-06-21,1.00654019
2016-06-22,0.98535651
2016-06-23,0.98196125
2016-06-24,1.03218698
2016-06-25,1.03911159
2016-06-26,0.98369049
2016-06-27,1.01291692
2016-06-28,1.01074053
2016-06-29,0.99606334
2016-06-30,1.03162366
2016-07-01,1.02332486
2016-07-02,1.03402236
2016-07-03,1.00884781
2016-07-04,1.01478646
2016-07-05,1.02112131
2016-07-06,1.0150372
2016-07-07,0.99048602
2016-07-08,1.0105088
2016-07-09,1.01944326
2016-07-10,1.01987256
2016-07-11,1.0199957
2016-07-12,1.01466094
2016-07-13,1.01108402
2016-07-14,1.00579206
2016-07-15,1.0078139
2016-07-16,1.01075954
2016-07-17,1.036955
2016-07-18,1.0117701
2016-07-19,1.02081716
2016-07-20,1.00488313
2016-07-21,1.00469863
2016-07-22,1.00323453
2016-07-23,0.999685
2016-07-24,1.03585416
2016-07-25,1.01229935
2016-07-26,1.00596207
2016-07-27,1.01213572
2016-07-28,1.00756124
2016-07-29,1.00883745
2016-07-30,1.01433269
2016-07-31,0.98798384
2016-08-01,0.98536322
2016-08-02,0.96755267
2016-08-03,0.97597178
2016-08-04,1.01545232
2016-08-05,1.0006561
2016-08-06,0.99254432
2016-08-07,1.00688935
2016-08-08,1.00161249
2016-08-09,0.99312765
2016-08-10,0.99436426
2016-08-11,0.9992914
2016-08-12,0.99878316
2016-08-13,1.00271501
2016-08-14,0.99569063
2016-08-15,0.98710874
2016-08-16,1.00509203
2016-08-17,0.99864471
2016-08-18,1.00109721
2016-08-19,1.00227021
2016-08-20,1.04455264
2016-08-21,1.00644113
2016-08-22,1.0035276
2016-08-23,0.99968282
2016-08-24,0.99617295
2016-08-25,1.02896847
2016-08-26,1.00482305
2016-08-27,0.99713082
2016-08-28,1.00013044
2016-08-29,0.99303713
2016-08-30,1.00818855
2016-08-31,1.01263983
2016-09-01,0.99917342
2016-09-02,1.00196367
2016-09-03,1.0105832
2016-09-04,1.02653315
2016-09-05,1.01265539
2016-09-06,1.01661927
2016-09-07,1.01259067
2016-09-08,1.01950985
2016-09-09,1.0131303
2016-09-10,1.01127561
2016-09-11,1.01165679
2016-09-12,0.99926327
2016-09-13,1.01778705
2016-09-14,1.00892336
2016-09-15,1.00499881
2016-09-16,1.01429181
2016-09-17,1.0051932
2016-09-18,1.00836391
2016-09-19,1.00402981
2016-09-20,1.02454285
2016-09-21,0.99666423
2016-09-22,0.99977712
2016-09-23,1.00174665
2016-09-24,0.996063
2016-09-25,1.02001253
2016-09-26,1.00860359
2016-09-27,1.00731649
2016-09-28,1.00293113
2016-09-29,1.0025295
2016-09-30,1.00057191
2016-10-01,1.00874499
2016-10-02,1.00388577
2016-10-03,1.01694569
2016-10-04,1.01392137
2016-10-05,1.00636006
2016-10-06,1.00637102
2016-10-07,1.00654048
2016-10-08,1.01054709
2016-10-09,1.00588258
2016-10-10,1.0065334
2016-10-11,1.0242545
2016-10-12,1.031417
2016-10-13,1.00797536
2016-10-14,1.00909583
2016-10-15,1.00720382
2016-10-16,1.01031251
2016-10-17,1.02569918
2016-10-18,1.0173544
2016-10-19,1.0076846
2016-10-20,1.0035154
2016-10-21,1.02174143
2016-10-22,1.01647852
2016-10-23,1.01695952
2016-10-24,1.01629816
2016-10-25,1.02121964
2016-10-26,1.02870746
2016-10-27,1.03463356
2016-10-28,1.01702494
2016-10-29,1.03310647
2016-10-30,1.01282648
2016-10-31,1.02545167
2016-11-01,1.03358288
2016-11-02,1.02175788
2016-11-03,1.01590358
2016-11-04,1.00868344
2016-11-05,1.01131165
2016-11-06,1.0162158
2016-11-07,1.01009296
2016-11-08,1.02541002
2016-11-09,1.02812845
2016-11-10,1.01369616
2016-11-11,1.01670863
2016-11-12,1.00656179
2016-11-13,1.00143404
2016-11-14,1.01169417
2016-11-15,1.01996487
2016-11-16,1.03918842
2016-11-17,1.03245045
2016-11-18,1.02152559
2016-11-19,1.01631783
2016-11-20,1.00746935
2016-11-21,1.01299967
2016-11-22,1.0209684
2016-11-23,1.01589397
2016-11-24,1.07167594
2016-11-25,1.00647892
2016-11-26,1.01320951
2016-11-27,1.01593617
2016-11-28,1.01288582
2016-11-29,1.00961396
2016-11-30,1.01789665
2016-12-01,1.027932
2016-12-02,1.03280147
2016-12-03,1.12857651
2016-12-04,1.01455684
2016-12-05,1.01230716
2016-12-06,1.01133492
2016-12-07,1.01619726
2016-12-08,1.02707405
2016-12-09,1.01219702
2016-12-10,1.02969122
2016-12-11,1.01286846
2016-12-12,1.02104797
2016-12-13,1.01963877
2016-12-14,1.01890489
2016-12-15,1.01851932
2016-12-16,1.0194002
2016-12-17,1.02165121
2016-12-18,1.02740463
2016-12-19,1.01334017
2016-12-20,1.02193054
2016-12-21,1.05573599
2016-12-22,1.05807641
2016-12-23,1.07552443
2016-12-24,1.02737256
2016-12-25,1.01886594
2016-12-26,1.03720594
2016-12-27,1.04217947
2016-12-28,1.06023661
2016-12-29,1.05365161
2016-12-30,1.03859514
2016-12-31,1.02510034
2017-01-01,1.06082491
2017-01-02,1.07708086
2017-01-03,1.06037516
2017-01-04,1.09414317
2017-01-05,1.08933452
2017-01-06,0.98772571
2017-01-07,0.98582748
2017-01-08,1.02089566
2017-01-09,1.01114922
2017-01-10,1.01324239
2017-01-11,0.98088702
2017-01-12,0.98184252
2017-01-13,0.99823255
2017-01-14,1.00256641
2017-01-15,1.00059969
2017-01-16,1.00678076
2017-01-17,1.03497871
2017-01-18,1.0110604
2017-01-19,1.01882762
2017-01-20,1.01255825
2017-01-21,1.02961351
2017-01-22,1.03109379
2017-01-23,1.02222163
2017-01-24,1.02230414
2017-01-25,1.01783537
2017-01-26,1.02178013
2017-01-27,1.01733851
2017-01-28,1.01497087
2017-01-29,1.06453082
2017-01-30,1.01381695
2017-01-31,1.02627368
2017-02-01,1.03086204
2017-02-02,1.03887524
2017-02-03,1.04520666
2017-02-04,1.02839435
2017-02-05,1.03157307
2017-02-06,1.03230758
2017-02-07,1.04503141
2017-02-08,1.03365288
2017-02-09,1.01883548
2017-02-10,1.02110845
2017-02-11,1.01584474
2017-02-12,1.02610398
2017-02-13,1.02472612
2017-02-14,1.02160629
2017-02-15,1.01173739
2017-02-16,1.02350942
2017-02-17,1.04712448
2017-02-18,1.03492773
2017-02-19,1.02396046
2017-02-20,1.02405935
2017-02-21,1.04763511
2017-02-22,1.05769741
2017-02-23,1.04924891
2017-02-24,1.07740217
2017-02-25,1.02689487
2017-02-26,1.02341232
2017-02-27,1.03965779
2017-02-28,1.03314851
2017-03-01,1.04963854
2017-03-02,1.0476514
2017-03-03,1.05879893
2017-03-04,1.03580269
2017-03-05,1.03319241
2017-03-06,1.04970745
2017-03-07,1.02800255
2017-03-08,1.019386
2017-03-09,1.00973525
2017-03-10,1.01733507
2017-03-11,1.01284283
2017-03-12,1.0246054
2017-03-13,1.07370501
2017-03-14,1.02680092
2017-03-15,1.0412513
2017-03-16,1.0249621
2017-03-17,1.00194924
2017-03-18,0.98612773
2017-03-19,1.00927655
2017-03-20,0.99373364
2017-03-21,1.03199629
2017-03-22,1.00696445
2017-03-23,0.99943472
2017-03-24,1.00615847
2017-03-25,0.99123364
2017-03-26,1.02326716
2017-03-27,1.01163427
2017-03-28,1.02325032
2017-03-29,1.00919537
2017-03-30,1.01067537
2017-03-31,1.02606192
2017-04-01,1.02206799
2017-04-02,1.01988173
2017-04-03,1.0349508
2017-04-04,1.02148566
2017-04-05,1.01925709
2017-04-06,1.03356621
2017-04-07,1.04005041
2017-04-08,1.02362308
2017-04-09,1.03503248
2017-04-10,1.03045429
2017-04-11,1.02819396
2017-04-12,1.03143458
2017-04-13,1.00828503
2017-04-14,1.01776117
2017-04-15,1.01235183
2017-04-16,1.00748452
2017-04-17,1.03624556
2017-04-18,1.03326407
2017-04-19,1.02226907
2017-04-20,1.03661369
2017-04-21,1.02483907
2017-04-22,1.01820444
2017-04-23,1.02834656
2017-04-24,1.03465734
2017-04-25,1.02993818
2017-04-26,1.03892685
2017-04-27,1.04345415
2017-04-28,1.04663799
2017-04-29,1.03161893
2017-04-30,1.03642297
2017-05-01,1.07675331
2017-05-02,1.06604141
2017-05-03,1.04870173
2017-05-04,1.09611286
2017-05-05,1.06858492
2017-05-06,1.04065455
2017-05-07,1.03314069
2017-05-08,1.06813862
2017-05-09,1.07744695
2017-05-10,1.05784891
2017-05-11,1.08773364
2017-05-12,1.04473062
2017-05-13,1.02676872
2017-05-14,1.03519613
2017-05-15,1.02950636
2017-05-16,1.03463762
2017-05-17,1.05495062
2017-05-18,1.03277816
2017-05-19,1.06323567
2017-05-20,1.06005586
2017-05-21,1.07172278
2017-05-22,1.13102038
2017-05-23,1.08160185
2017-05-24,1.09696085
2017-05-25,1.1247749
2017-05-26,1.05887149
2017-05-27,0.99149673
2017-05-28,1.04076808
2017-05-29,1.03991062
2017-05-30,1.04096011
2017-05-31,1.05461885
2017-06-01,1.05952307
2017-06-02,1.04082027
2017-06-03,1.04693855
2017-06-04,1.03976381
2017-06-05,1.0608159
2017-06-06,1.08217887
2017-06-07,1.05442385
2017-06-08,1.04939517
2017-06-09,1.0628787
2017-06-10,1.08595887
2017-06-11,1.07087673
2017-06-12,1.08498503
2017-06-13,1.06750038
2017-06-14,1.03381444
2017-06-15,0.98417276
2017-06-16,1.03850958
2017-06-17,1.0323733
2017-06-18,1.05884806
2017-06-19,1.05197459
2017-06-20,1.06218834
2017-06-21,1.03791513
2017-06-22,1.04540195
2017-06-23,1.04276478
2017-06-24,1.02341776
2017-06-25,1.00969615
2017-06-26,0.99950665
2017-06-27,1.00586992
2017-06-28,1.03617223
2017-06-29,1.03268247
2017-06-30,1.03874201
2017-07-01,1.00733204
2017-07-02,1.02410206
2017-07-03,1.04305849
2017-07-04,1.03038877
2017-07-05,1.04353094
2017-07-06,1.02506785
2017-07-07,1.04019383
2017-07-08,1.01744923
2017-07-09,1.01399163
2017-07-10,1.00121949
2017-07-11,1.00364068
2017-07-12,0.99979093
2017-07-13,1.01674685
2017-07-14,1.00049424
2017-07-15,0.96584061
2017-07-16,0.95625897
2017-07-17,1.04215597
2017-07-18,1.03566382
2017-07-19,1.02952994
2017-07-20,1.08255127
2017-07-21,1.05700143
2017-07-22,1.06689211
2017-07-23,1.04068104
2017-07-24,1.04523832
2017-07-25,1.08560779
2017-07-26,1.01801299
2017-07-27,1.06493057
2017-07-28,1.14382224
2017-07-29,1.18305385
2017-07-30,1.1633108
2017-07-31,1.20102265
2017-08-01,1.09541271
2017-08-02,1.04239203
2017-08-03,1.07055773
2017-08-04,1.16435608
2017-08-05,1.17725862
2017-08-06,1.18317551
2017-08-07,1.12772316
2017-08-08,1.11444049
2017-08-09,1.08959195
2017-08-10,1.06201426
2017-08-11,1.05753129
2017-08-12,1.09485038
2017-08-13,1.10685134
2017-08-14,1.11026095
2017-08-15,1.06756091
2017-08-16,1.05387891
2017-08-17,1.09045164
2017-08-18,1.05465275
2017-08-19,1.08190065
2017-08-20,1.10535912
2017-08-21,1.03946064
2017-08-22,1.05211024
2017-08-23,1.07552112
2017-08-24,1.04573797
2017-08-25,1.07373545
2017-08-26,1.06395117
2017-08-27,1.05579431
2017-08-28,1.05460472
2017-08-29,1.09513481
2017-08-30,1.07549363
2017-08-31,1.09888013
2017-09-01,1.10145491
2017-09-02,1.06929818
2017-09-03,1.05337805
2017-09-04,1.04416639
2017-09-05,1.0259738
2017-09-06,1.0615485
2017-09-07,1.10108909
2017-09-08,1.01813099
2017-09-09,1.01738673
2017-09-10,1.04991797
2017-09-11,1.0206663
2017-09-12,1.01973775
2017-09-13,0.98136484
2017-09-14,0.95668587
2017-09-15,0.98269864
2017-09-16,1.03080915
2017-09-17,1.00421977
2017-09-18,1.03952798
2017-09-19,1.02467077
2017-09-20,1.02335609
2017-09-21,1.00338986
2017-09-22,1.00806963
2017-09-23,1.02305013
2017-09-24,1.0058472
2017-09-25,1.12220104
2017-09-26,1.03208483
2017-09-27,1.04376346
2017-09-28,1.05216965
2017-09-29,1.03043192
2017-09-30,1.08060319
2017-10-01,1.04284715
2017-10-02,1.068311
2017-10-03,1.0321125
2017-10-04,1.02877791
2017-10-05,1.08674982
2017-10-06,1.04526303
2017-10-07,1.0378915
2017-10-08,1.08140365
2017-10-09,1.11256436
2017-10-10,1.08451995
2017-10-11,1.04873541
2017-10-12,1.09523887
2017-10-13,1.14329432
2017-10-14,1.08577833
2017-10-15,1.09148645
2017-10-16,1.104082
2017-10-17,1.08428773
2017-10-18,1.045183
2017-10-19,1.11861215
2017-10-20,1.07950606
2017-10-21,1.08528144
2017-10-22,1.13141921
2017-10-23,1.14569707
2017-10-24,1.06870908
2017-10-25,1.03896425
2017-10-26,1.05338592
2017-10-27,1.0659523
2017-10-28,1.03712372
2017-10-29,1.06374952
2017-10-30,1.07944273
2017-10-31,1.07371612
2017-11-01,1.10581255
2017-11-02,1.13600803
2017-11-03,1.10868593
2017-11-04,1.09234957
2017-11-05,1.14431016
2017-11-06,1.07382881
2017-11-07,1.07269974
2017-11-08,1.07245224
2017-11-09,1.08810407
2017-11-10,1.06566399
2017-11-11,1.07016833
2017-11-12,1.17024867
2017-11-13,1.08164002
2017-11-14,1.04128271
2017-11-15,1.07426633
2017-11-16,1.10107055
2017-11-17,1.1500358
2017-11-18,1.07822927
2017-11-19,1.10266166
2017-11-20,1.12025094
2017-11-21,1.11976375
2017-11-22,1.06388603
2017-11-23,1.06743966
2017-11-24,1.11454206
2017-11-25,1.15169455
2017-11-26,1.14969176
2017-11-27,1.14516771
2017-11-28,1.15970123
2017-11-29,1.14942789
2017-11-30,1.07530106
2017-12-01,1.12362776
2017-12-02,1.16835453
2017-12-03,1.12826306
2017-12-04,1.14654124
2017-12-05,1.11518101
2017-12-06,1.1685667
2017-12-07,1.38519309
2017-12-08,1.20185489
2017-12-09,1.08369284
2017-12-10,1.0915165
2017-12-11,1.13990019
2017-12-12,1.2072385
2017-12-13,1.147342
2017-12-14,1.098715
2017-12-15,1.1219155
2017-12-16,1.13982028
2017-12-17,1.17930171
2017-12-18,1.10794143
2017-12-19,1.08632428
2017-12-20,1.13859002
2017-12-21,1.05982175
2017-12-22,1.00050599
2017-12-23,1.05599516
2017-12-24,1.01659768
2017-12-25,1.03265057
2017-12-26,1.11437147
2017-12-27,1.1139049
2017-12-28,1.02387389
2017-12-29,1.05449785
2017-12-30,1.05197491
2017-12-31,1.01919926
2018-01-01,1.00625872
2018-01-02,1.07657939
2018-01-03,1.05819872
2018-01-04,1.06853957
2018-01-05,1.112018
2018-01-06,1.1098088
2018-01-07,1.13431503
2018-01-08,1.00762167
2018-01-09,1.03720929
2018-01-10,1.01668171
2018-01-11,1.02938368
2018-01-12,1.03903175
2018-01-13,1.04413779
2018-01-14,1.01693113
2018-01-15,1.01860671
2018-01-16,0.96295828
2018-01-17,0.953797
2018-01-18,0.99270007
2018-01-19,0.99883498
2018-01-20,1.02212045
2018-01-21,0.97997739
2018-01-22,0.97545456
2018-01-23,0.9676415
2018-01-24,0.99605739
2018-01-25,1.00582863
2018-01-26,1.02698211
2018-01-27,1.01840308
2018-01-28,1.09763119
2018-01-29,0.99899997
2018-01-30,0.93777436
2018-01-31,0.97354389
2018-02-01,0.95097495
2018-02-02,0.88902593
2018-02-03,0.9606691
2018-02-04,1.02312083
2018-02-05,0.9009075
2018-02-06,0.90480275
2018-02-07,0.96168861
2018-02-08,0.97244744
2018-02-09,0.96410218
2018-02-10,1.00140348
2018-02-11,0.98392809
2018-02-12,1.00755774
2018-02-13,0.97904034
2018-02-14,1.0206124
2018-02-15,1.06094659
2018-02-16,1.03007687
2018-02-17,1.03373069
2018-02-18,1.02844594
2018-02-19,1.04288612
2018-02-20,1.07240823
2018-02-21,1.019667
2018-02-22,1.20890634
2018-02-23,1.00940432
2018-02-24,1.00254731
2018-02-25,0.98463332
2018-02-26,1.01094272
2018-02-27,1.03502273
2018-02-28,1.04488567
2018-03-01,1.01850474
2018-03-02,1.03037188
2018-03-03,1.03189565
2018-03-04,1.06007991
2018-03-05,1.0705177
2018-03-06,1.01867843
2018-03-07,0.96511432
2018-03-08,0.95709695
2018-03-09,0.88204169
2018-03-10,0.9684442
2018-03-11,1.00485794
2018-03-12,0.9918653
2018-03-13,0.97819097
2018-03-14,0.94800201
2018-03-15,0.9541535
2018-03-16,0.96617397
2018-03-17,0.96054841
2018-03-18,0.95373949
2018-03-19,0.9972794
2018-03-20,0.99112028
2018-03-21,1.00858931
2018-03-22,0.97846277
2018-03-23,0.97990154
2018-03-24,1.01951815
2018-03-25,0.96503318
2018-03-26,0.95043572
2018-03-27,0.97354266
2018-03-28,0.96415955
2018-03-29,0.9241382
2018-03-30,0.91216275
2018-03-31,0.97370448
2018-04-01,0.94590649
2018-04-02,0.97929623
2018-04-03,0.98244794
2018-04-04,0.95358802
2018-04-05,0.94631261
2018-04-06,0.94331131
