date,timestamp_utc,Fees per Transaction (Mean)
2010-07-23,2010-07-23T00:00:00Z,4.608e-05
2010-07-24,2010-07-24T00:00:00Z,0.0
2010-07-25,2010-07-25T00:00:00Z,0.00182161
2010-07-26,2010-07-26T00:00:00Z,0.00674107
2010-07-27,2010-07-27T00:00:00Z,0.00257692
2010-07-28,2010-07-28T00:00:00Z,0.00058594
2010-07-29,2010-07-29T00:00:00Z,0.00052756
2010-07-30,2010-07-30T00:00:00Z,0.00202797
2010-07-31,2010-07-31T00:00:00Z,0.00326087
2010-08-01,2010-08-01T00:00:00Z,0.00248
2010-08-02,2010-08-02T00:00:00Z,0.00134615
2010-08-03,2010-08-03T00:00:00Z,0.0
2010-08-04,2010-08-04T00:00:00Z,0.0
2010-08-05,2010-08-05T00:00:00Z,0.0
2010-08-06,2010-08-06T00:00:00Z,0.0
2010-08-07,2010-08-07T00:00:00Z,0.01957627
2010-08-08,2010-08-08T00:00:00Z,0.0
2010-08-09,2010-08-09T00:00:00Z,0.01846154
2010-08-10,2010-08-10T00:00:00Z,0.0
2010-08-11,2010-08-11T00:00:00Z,0.0
2010-08-12,2010-08-12T00:00:00Z,0.0
2010-08-13,2010-08-13T00:00:00Z,0.0
2010-08-14,2010-08-14T00:00:00Z,0.0
2010-08-15,2010-08-15T00:00:00Z,0.0
2010-08-16,2010-08-16T00:00:00Z,0.00218954
2010-08-17,2010-08-17T00:00:00Z,0.0
2010-08-18,2010-08-18T00:00:00Z,0.00639344
2010-08-19,2010-08-19T00:00:00Z,0.0
2010-08-20,2010-08-20T00:00:00Z,0.0
2010-08-21,2010-08-21T00:00:00Z,0.0
2010-08-22,2010-08-22T00:00:00Z,0.0
2010-08-23,2010-08-23T00:00:00Z,0.0
2010-08-24,2010-08-24T00:00:00Z,0.00487805
2010-08-25,2010-08-25T00:00:00Z,0.0
2010-08-26,2010-08-26T00:00:00Z,0.0
2010-08-27,2010-08-27T00:00:00Z,0.0
2010-08-28,2010-08-28T00:00:00Z,1e-08
2010-08-29,2010-08-29T00:00:00Z,0.00234694
2010-08-30,2010-08-30T00:00:00Z,0.002
2010-08-31,2010-08-31T00:00:00Z,0.00077821
2010-09-01,2010-09-01T00:00:00Z,0.00035875
2010-09-02,2010-09-02T00:00:00Z,0.0
2010-09-03,2010-09-03T00:00:00Z,0.0
2010-09-04,2010-09-04T00:00:00Z,0.0
2010-09-05,2010-09-05T00:00:00Z,6.849e-05
2010-09-06,2010-09-06T00:00:00Z,0.0
2010-09-07,2010-09-07T00:00:00Z,0.0
2010-09-08,2010-09-08T00:00:00Z,0.0
2010-09-09,2010-09-09T00:00:00Z,0.00058201
2010-09-10,2010-09-10T00:00:00Z,0.0
2010-09-11,2010-09-11T00:00:00Z,0.0
2010-09-12,2010-09-12T00:00:00Z,0.00074257
2010-09-13,2010-09-13T00:00:00Z,0.0
2010-09-14,2010-09-14T00:00:00Z,4.345e-05
2010-09-15,2010-09-15T00:00:00Z,0.0
2010-09-16,2010-09-16T00:00:00Z,0.0
2010-09-17,2010-09-17T00:00:00Z,0.0
2010-09-18,2010-09-18T00:00:00Z,0.00111111
2010-09-19,2010-09-19T00:00:00Z,0.0
2010-09-20,2010-09-20T00:00:00Z,0.0
2010-09-21,2010-09-21T00:00:00Z,0.0
2010-09-22,2010-09-22T00:00:00Z,0.0
2010-09-23,2010-09-23T00:00:00Z,0.0
2010-09-24,2010-09-24T00:00:00Z,0.0
2010-09-25,2010-09-25T00:00:00Z,0.0
2010-09-26,2010-09-26T00:00:00Z,0.0
2010-09-27,2010-09-27T00:00:00Z,5.348e-05
2010-09-28,2010-09-28T00:00:00Z,0.00516129
2010-09-29,2010-09-29T00:00:00Z,0.0
2010-09-30,2010-09-30T00:00:00Z,0.0
2010-10-01,2010-10-01T00:00:00Z,0.00130233
2010-10-02,2010-10-02T00:00:00Z,1.937e-05
2010-10-03,2010-10-03T00:00:00Z,3.046e-05
2010-10-04,2010-10-04T00:00:00Z,0.0
2010-10-05,2010-10-05T00:00:00Z,0.0
2010-10-06,2010-10-06T00:00:00Z,0.0
2010-10-07,2010-10-07T00:00:00Z,0.0
2010-10-08,2010-10-08T00:00:00Z,0.0
2010-10-09,2010-10-09T00:00:00Z,0.0
2010-10-10,2010-10-10T00:00:00Z,0.0
2010-10-11,2010-10-11T00:00:00Z,1e-08
2010-10-12,2010-10-12T00:00:00Z,0.0
2010-10-13,2010-10-13T00:00:00Z,0.0018617
2010-10-14,2010-10-14T00:00:00Z,0.0
2010-10-15,2010-10-15T00:00:00Z,0.0
2010-10-16,2010-10-16T00:00:00Z,0.0
2010-10-17,2010-10-17T00:00:00Z,0.0
2010-10-18,2010-10-18T00:00:00Z,6.061e-05
2010-10-19,2010-10-19T00:00:00Z,0.0
2010-10-20,2010-10-20T00:00:00Z,0.0
2010-10-21,2010-10-21T00:00:00Z,2.122e-05
2010-10-22,2010-10-22T00:00:00Z,0.0
2010-10-23,2010-10-23T00:00:00Z,0.0001462
2010-10-24,2010-10-24T00:00:00Z,0.0
2010-10-25,2010-10-25T00:00:00Z,0.0
2010-10-26,2010-10-26T00:00:00Z,0.0
2010-10-27,2010-10-27T00:00:00Z,0.0
2010-10-28,2010-10-28T00:00:00Z,0.0
2010-10-29,2010-10-29T00:00:00Z,0.0
2010-10-30,2010-10-30T00:00:00Z,0.0
2010-10-31,2010-10-31T00:00:00Z,0.0
2010-11-01,2010-11-01T00:00:00Z,0.0
2010-11-02,2010-11-02T00:00:00Z,0.0
2010-11-03,2010-11-03T00:00:00Z,0.0
2010-11-04,2010-11-04T00:00:00Z,0.0
2010-11-05,2010-11-05T00:00:00Z,0.0
2010-11-06,2010-11-06T00:00:00Z,0.0
2010-11-07,2010-11-07T00:00:00Z,0.0
2010-11-08,2010-11-08T00:00:00Z,0.00345833
2010-11-09,2010-11-09T00:00:00Z,0.0
2010-11-10,2010-11-10T00:00:00Z,0.0
2010-11-11,2010-11-11T00:00:00Z,0.0
2010-11-12,2010-11-12T00:00:00Z,0.0
2010-11-13,2010-11-13T00:00:00Z,0.0
2010-11-14,2010-11-14T00:00:00Z,0.0
2010-11-15,2010-11-15T00:00:00Z,0.00010276
2010-11-16,2010-11-16T00:00:00Z,0.0
2010-11-17,2010-11-17T00:00:00Z,0.0
2010-11-18,2010-11-18T00:00:00Z,0.0
2010-11-19,2010-11-19T00:00:00Z,8.44e-06
2010-11-20,2010-11-20T00:00:00Z,0.000104
2010-11-21,2010-11-21T00:00:00Z,0.00010501
2010-11-22,2010-11-22T00:00:00Z,0.00311111
2010-11-23,2010-11-23T00:00:00Z,0.00238806
2010-11-24,2010-11-24T00:00:00Z,5.055e-05
2010-11-25,2010-11-25T00:00:00Z,0.0
2010-11-26,2010-11-26T00:00:00Z,0.00033036
2010-11-27,2010-11-27T00:00:00Z,7.547e-05
2010-11-28,2010-11-28T00:00:00Z,0.0
2010-11-29,2010-11-29T00:00:00Z,0.00012245
2010-11-30,2010-11-30T00:00:00Z,3.968e-05
2010-12-01,2010-12-01T00:00:00Z,0.00012346
2010-12-02,2010-12-02T00:00:00Z,0.00022059
2010-12-03,2010-12-03T00:00:00Z,5.128e-05
2010-12-04,2010-12-04T00:00:00Z,5.771e-05
2010-12-05,2010-12-05T00:00:00Z,0.00015385
2010-12-06,2010-12-06T00:00:00Z,0.00020173
2010-12-07,2010-12-07T00:00:00Z,0.00024595
2010-12-08,2010-12-08T00:00:00Z,0.00014035
2010-12-09,2010-12-09T00:00:00Z,0.00014172
2010-12-10,2010-12-10T00:00:00Z,0.00030973
2010-12-11,2010-12-11T00:00:00Z,0.00031266
2010-12-12,2010-12-12T00:00:00Z,0.00031478
2010-12-13,2010-12-13T00:00:00Z,0.00061679
2010-12-14,2010-12-14T00:00:00Z,0.0001015
2010-12-15,2010-12-15T00:00:00Z,0.00015119
2010-12-16,2010-12-16T00:00:00Z,0.0002893
2010-12-17,2010-12-17T00:00:00Z,0.000792
2010-12-18,2010-12-18T00:00:00Z,0.00019685
2010-12-19,2010-12-19T00:00:00Z,0.00031511
2010-12-20,2010-12-20T00:00:00Z,8.667e-05
2010-12-21,2010-12-21T00:00:00Z,0.00025346
2010-12-22,2010-12-22T00:00:00Z,0.00035345
2010-12-23,2010-12-23T00:00:00Z,0.00016043
2010-12-24,2010-12-24T00:00:00Z,0.00020442
2010-12-25,2010-12-25T00:00:00Z,0.0001447
2010-12-26,2010-12-26T00:00:00Z,0.00021787
2010-12-27,2010-12-27T00:00:00Z,0.0002129
2010-12-28,2010-12-28T00:00:00Z,0.00021015
2010-12-29,2010-12-29T00:00:00Z,0.00039007
2010-12-30,2010-12-30T00:00:00Z,0.00021789
2010-12-31,2010-12-31T00:00:00Z,5.942e-05
2011-01-01,2011-01-01T00:00:00Z,0.00018651
2011-01-02,2011-01-02T00:00:00Z,0.00022253
2011-01-03,2011-01-03T00:00:00Z,0.00074923
2011-01-04,2011-01-04T00:00:00Z,3.734e-05
2011-01-05,2011-01-05T00:00:00Z,8.034e-05
2011-01-06,2011-01-06T00:00:00Z,0.00015025
2011-01-07,2011-01-07T00:00:00Z,6.253e-05
2011-01-08,2011-01-08T00:00:00Z,1.394e-05
2011-01-09,2011-01-09T00:00:00Z,0.00013208
2011-01-10,2011-01-10T00:00:00Z,5.986e-05
2011-01-11,2011-01-11T00:00:00Z,3.49e-05
2011-01-12,2011-01-12T00:00:00Z,0.00029206
2011-01-13,2011-01-13T00:00:00Z,2.313e-05
2011-01-14,2011-01-14T00:00:00Z,6.007e-05
2011-01-15,2011-01-15T00:00:00Z,0.00013036
2011-01-16,2011-01-16T00:00:00Z,0.00011397
2011-01-17,2011-01-17T00:00:00Z,0.00024357
2011-01-18,2011-01-18T00:00:00Z,5.566e-05
2011-01-19,2011-01-19T00:00:00Z,6.684e-05
2011-01-20,2011-01-20T00:00:00Z,0.00015903
2011-01-21,2011-01-21T00:00:00Z,5.089e-05
2011-01-22,2011-01-22T00:00:00Z,0.0003733
2011-01-23,2011-01-23T00:00:00Z,0.00039414
2011-01-24,2011-01-24T00:00:00Z,0.00020336
2011-01-25,2011-01-25T00:00:00Z,0.00017607
2011-01-26,2011-01-26T00:00:00Z,0.00013333
2011-01-27,2011-01-27T00:00:00Z,0.00086637
2011-01-28,2011-01-28T00:00:00Z,6.501e-05
2011-01-29,2011-01-29T00:00:00Z,0.00037264
2011-01-30,2011-01-30T00:00:00Z,0.00115808
2011-01-31,2011-01-31T00:00:00Z,0.00062142
2011-02-01,2011-02-01T00:00:00Z,0.00093179
2011-02-02,2011-02-02T00:00:00Z,6.775e-05
2011-02-03,2011-02-03T00:00:00Z,0.00026739
2011-02-04,2011-02-04T00:00:00Z,0.00016263
2011-02-05,2011-02-05T00:00:00Z,0.00024236
2011-02-06,2011-02-06T00:00:00Z,0.00016547
2011-02-07,2011-02-07T00:00:00Z,0.00045787
2011-02-08,2011-02-08T00:00:00Z,0.00026161
2011-02-09,2011-02-09T00:00:00Z,6.33e-05
2011-02-10,2011-02-10T00:00:00Z,0.00047237
2011-02-11,2011-02-11T00:00:00Z,0.00023011
2011-02-12,2011-02-12T00:00:00Z,0.00043232
2011-02-13,2011-02-13T00:00:00Z,0.00014778
2011-02-14,2011-02-14T00:00:00Z,0.00151381
2011-02-15,2011-02-15T00:00:00Z,0.00012179
2011-02-16,2011-02-16T00:00:00Z,0.00031755
2011-02-17,2011-02-17T00:00:00Z,6.115e-05
2011-02-18,2011-02-18T00:00:00Z,0.00028742
2011-02-19,2011-02-19T00:00:00Z,0.00037975
2011-02-20,2011-02-20T00:00:00Z,0.00011488
2011-02-21,2011-02-21T00:00:00Z,0.00023086
2011-02-22,2011-02-22T00:00:00Z,0.00012366
2011-02-23,2011-02-23T00:00:00Z,0.00018706
2011-02-24,2011-02-24T00:00:00Z,8.817e-05
2011-02-25,2011-02-25T00:00:00Z,0.00022396
2011-02-26,2011-02-26T00:00:00Z,0.00033442
2011-02-27,2011-02-27T00:00:00Z,0.00053333
2011-02-28,2011-02-28T00:00:00Z,0.00032984
2011-03-01,2011-03-01T00:00:00Z,0.00016243
2011-03-02,2011-03-02T00:00:00Z,0.0002132
2011-03-03,2011-03-03T00:00:00Z,0.00234158
2011-03-04,2011-03-04T00:00:00Z,0.00040926
2011-03-05,2011-03-05T00:00:00Z,0.00135697
2011-03-06,2011-03-06T00:00:00Z,0.00296044
2011-03-07,2011-03-07T00:00:00Z,0.00348517
2011-03-08,2011-03-08T00:00:00Z,0.00174434
2011-03-09,2011-03-09T00:00:00Z,0.00194014
2011-03-10,2011-03-10T00:00:00Z,0.00143671
2011-03-11,2011-03-11T00:00:00Z,0.0037527
2011-03-12,2011-03-12T00:00:00Z,0.00054934
2011-03-13,2011-03-13T00:00:00Z,0.00067671
2011-03-14,2011-03-14T00:00:00Z,0.00070187
2011-03-15,2011-03-15T00:00:00Z,0.00066747
2011-03-16,2011-03-16T00:00:00Z,0.00059403
2011-03-17,2011-03-17T00:00:00Z,0.00043069
2011-03-18,2011-03-18T00:00:00Z,0.00060036
2011-03-19,2011-03-19T00:00:00Z,0.00039616
2011-03-20,2011-03-20T00:00:00Z,0.0006314
2011-03-21,2011-03-21T00:00:00Z,0.00151882
2011-03-22,2011-03-22T00:00:00Z,0.00496942
2011-03-23,2011-03-23T00:00:00Z,0.00409553
2011-03-24,2011-03-24T00:00:00Z,0.00411045
2011-03-25,2011-03-25T00:00:00Z,0.00283828
2011-03-26,2011-03-26T00:00:00Z,0.00141698
2011-03-27,2011-03-27T00:00:00Z,0.00272424
2011-03-28,2011-03-28T00:00:00Z,0.00159609
2011-03-29,2011-03-29T00:00:00Z,0.00133859
2011-03-30,2011-03-30T00:00:00Z,0.00258181
2011-03-31,2011-03-31T00:00:00Z,0.00206969
2011-04-01,2011-04-01T00:00:00Z,0.00242338
2011-04-02,2011-04-02T00:00:00Z,0.00172136
2011-04-03,2011-04-03T00:00:00Z,0.00260682
2011-04-04,2011-04-04T00:00:00Z,0.00266441
2011-04-05,2011-04-05T00:00:00Z,0.00273808
2011-04-06,2011-04-06T00:00:00Z,0.00284983
2011-04-07,2011-04-07T00:00:00Z,0.00195438
2011-04-08,2011-04-08T00:00:00Z,0.00257345
2011-04-09,2011-04-09T00:00:00Z,0.00266963
2011-04-10,2011-04-10T00:00:00Z,0.00334417
2011-04-11,2011-04-11T00:00:00Z,0.00245343
2011-04-12,2011-04-12T00:00:00Z,0.00245325
2011-04-13,2011-04-13T00:00:00Z,0.00186523
2011-04-14,2011-04-14T00:00:00Z,0.00521981
2011-04-15,2011-04-15T00:00:00Z,0.0013284
2011-04-16,2011-04-16T00:00:00Z,0.001848
2011-04-17,2011-04-17T00:00:00Z,0.00104117
2011-04-18,2011-04-18T00:00:00Z,0.00113447
2011-04-19,2011-04-19T00:00:00Z,0.00164091
2011-04-20,2011-04-20T00:00:00Z,0.00252917
2011-04-21,2011-04-21T00:00:00Z,0.00190822
2011-04-22,2011-04-22T00:00:00Z,0.00275377
2011-04-23,2011-04-23T00:00:00Z,0.00246548
2011-04-24,2011-04-24T00:00:00Z,0.00315117
2011-04-25,2011-04-25T00:00:00Z,0.00363053
2011-04-26,2011-04-26T00:00:00Z,0.00157021
2011-04-27,2011-04-27T00:00:00Z,0.00209499
2011-04-28,2011-04-28T00:00:00Z,0.00230947
2011-04-29,2011-04-29T00:00:00Z,0.00222603
2011-04-30,2011-04-30T00:00:00Z,0.00241347
2011-05-01,2011-05-01T00:00:00Z,0.0030058
2011-05-02,2011-05-02T00:00:00Z,0.00166105
2011-05-03,2011-05-03T00:00:00Z,0.00175837
2011-05-04,2011-05-04T00:00:00Z,0.00244479
2011-05-05,2011-05-05T00:00:00Z,0.00292476
2011-05-06,2011-05-06T00:00:00Z,0.00246989
2011-05-07,2011-05-07T00:00:00Z,0.00181188
2011-05-08,2011-05-08T00:00:00Z,0.00277337
2011-05-09,2011-05-09T00:00:00Z,0.00332268
2011-05-10,2011-05-10T00:00:00Z,0.00274974
2011-05-11,2011-05-11T00:00:00Z,0.00275712
2011-05-12,2011-05-12T00:00:00Z,0.00226608
2011-05-13,2011-05-13T00:00:00Z,0.00299215
2011-05-14,2011-05-14T00:00:00Z,0.00347705
2011-05-15,2011-05-15T00:00:00Z,0.00419618
2011-05-16,2011-05-16T00:00:00Z,0.00357024
2011-05-17,2011-05-17T00:00:00Z,0.00327669
2011-05-18,2011-05-18T00:00:00Z,0.0037131
2011-05-19,2011-05-19T00:00:00Z,0.00361132
2011-05-20,2011-05-20T00:00:00Z,0.00381265
2011-05-21,2011-05-21T00:00:00Z,0.00444582
2011-05-22,2011-05-22T00:00:00Z,0.00374169
2011-05-23,2011-05-23T00:00:00Z,0.00327723
2011-05-24,2011-05-24T00:00:00Z,0.00379246
2011-05-25,2011-05-25T00:00:00Z,0.00350235
2011-05-26,2011-05-26T00:00:00Z,0.00317882
2011-05-27,2011-05-27T00:00:00Z,0.00295304
2011-05-28,2011-05-28T00:00:00Z,0.00287159
2011-05-29,2011-05-29T00:00:00Z,0.00301753
2011-05-30,2011-05-30T00:00:00Z,0.00360701
2011-05-31,2011-05-31T00:00:00Z,0.00337448
2011-06-01,2011-06-01T00:00:00Z,0.00379319
2011-06-02,2011-06-02T00:00:00Z,0.00340896
2011-06-03,2011-06-03T00:00:00Z,0.00318756
2011-06-04,2011-06-04T00:00:00Z,0.00374749
2011-06-05,2011-06-05T00:00:00Z,0.00282473
2011-06-06,2011-06-06T00:00:00Z,0.00309429
2011-06-07,2011-06-07T00:00:00Z,0.00329146
2011-06-08,2011-06-08T00:00:00Z,0.00381714
2011-06-09,2011-06-09T00:00:00Z,0.00362483
2011-06-10,2011-06-10T00:00:00Z,0.00347706
2011-06-11,2011-06-11T00:00:00Z,0.00332158
2011-06-12,2011-06-12T00:00:00Z,0.00362991
2011-06-13,2011-06-13T00:00:00Z,0.00331697
2011-06-14,2011-06-14T00:00:00Z,0.00260409
2011-06-15,2011-06-15T00:00:00Z,0.00325102
2011-06-16,2011-06-16T00:00:00Z,0.00253747
2011-06-17,2011-06-17T00:00:00Z,0.00278327
2011-06-18,2011-06-18T00:00:00Z,0.00249265
2011-06-19,2011-06-19T00:00:00Z,0.00230177
2011-06-20,2011-06-20T00:00:00Z,0.00184482
2011-06-21,2011-06-21T00:00:00Z,0.00189349
2011-06-22,2011-06-22T00:00:00Z,0.00157361
2011-06-23,2011-06-23T00:00:00Z,0.00142912
2011-06-24,2011-06-24T00:00:00Z,0.00153194
2011-06-25,2011-06-25T00:00:00Z,0.00245196
2011-06-26,2011-06-26T00:00:00Z,0.00256736
2011-06-27,2011-06-27T00:00:00Z,0.00229036
2011-06-28,2011-06-28T00:00:00Z,0.00187979
2011-06-29,2011-06-29T00:00:00Z,0.00203259
2011-06-30,2011-06-30T00:00:00Z,0.00187401
2011-07-01,2011-07-01T00:00:00Z,0.00178961
2011-07-02,2011-07-02T00:00:00Z,0.00187733
2011-07-03,2011-07-03T00:00:00Z,0.00162799
2011-07-04,2011-07-04T00:00:00Z,0.00169618
2011-07-05,2011-07-05T00:00:00Z,0.00213073
2011-07-06,2011-07-06T00:00:00Z,0.00164129
2011-07-07,2011-07-07T00:00:00Z,0.00154877
2011-07-08,2011-07-08T00:00:00Z,0.0015814
2011-07-09,2011-07-09T00:00:00Z,0.00168408
2011-07-10,2011-07-10T00:00:00Z,0.00151548
2011-07-11,2011-07-11T00:00:00Z,0.00143425
2011-07-12,2011-07-12T00:00:00Z,0.00159717
2011-07-13,2011-07-13T00:00:00Z,0.00165996
2011-07-14,2011-07-14T00:00:00Z,0.00156236
2011-07-15,2011-07-15T00:00:00Z,0.00207962
2011-07-16,2011-07-16T00:00:00Z,0.00127887
2011-07-17,2011-07-17T00:00:00Z,0.00147793
2011-07-18,2011-07-18T00:00:00Z,0.00146916
2011-07-19,2011-07-19T00:00:00Z,0.00164204
2011-07-20,2011-07-20T00:00:00Z,0.00121336
2011-07-21,2011-07-21T00:00:00Z,0.00112367
2011-07-22,2011-07-22T00:00:00Z,0.00153178
2011-07-23,2011-07-23T00:00:00Z,0.00106041
2011-07-24,2011-07-24T00:00:00Z,0.00126709
2011-07-25,2011-07-25T00:00:00Z,0.00129902
2011-07-26,2011-07-26T00:00:00Z,0.00095604
2011-07-27,2011-07-27T00:00:00Z,0.00113667
2011-07-28,2011-07-28T00:00:00Z,0.00094673
2011-07-29,2011-07-29T00:00:00Z,0.00099487
2011-07-30,2011-07-30T00:00:00Z,0.00094316
2011-07-31,2011-07-31T00:00:00Z,0.00085817
2011-08-01,2011-08-01T00:00:00Z,0.00095839
2011-08-02,2011-08-02T00:00:00Z,0.00085764
2011-08-03,2011-08-03T00:00:00Z,0.00108118
2011-08-04,2011-08-04T00:00:00Z,0.00095107
2011-08-05,2011-08-05T00:00:00Z,0.0008833
2011-08-06,2011-08-06T00:00:00Z,0.00359005
2011-08-07,2011-08-07T00:00:00Z,0.00099316
2011-08-08,2011-08-08T00:00:00Z,0.00111416
2011-08-09,2011-08-09T00:00:00Z,0.00128822
2011-08-10,2011-08-10T00:00:00Z,0.00131327
2011-08-11,2011-08-11T00:00:00Z,0.00095339
2011-08-12,2011-08-12T00:00:00Z,0.00086458
2011-08-13,2011-08-13T00:00:00Z,0.00094834
2011-08-14,2011-08-14T00:00:00Z,0.00140571
2011-08-15,2011-08-15T00:00:00Z,0.00118108
2011-08-16,2011-08-16T00:00:00Z,0.00104608
2011-08-17,2011-08-17T00:00:00Z,0.00088854
2011-08-18,2011-08-18T00:00:00Z,0.000814
2011-08-19,2011-08-19T00:00:00Z,0.00103796
2011-08-20,2011-08-20T00:00:00Z,0.00076956
2011-08-21,2011-08-21T00:00:00Z,0.0007576
2011-08-22,2011-08-22T00:00:00Z,0.00098763
2011-08-23,2011-08-23T00:00:00Z,0.00097793
2011-08-24,2011-08-24T00:00:00Z,0.00120217
2011-08-25,2011-08-25T00:00:00Z,0.00084396
2011-08-26,2011-08-26T00:00:00Z,0.0006446
2011-08-27,2011-08-27T00:00:00Z,0.00080593
2011-08-28,2011-08-28T00:00:00Z,0.00082456
2011-08-29,2011-08-29T00:00:00Z,0.00067299
2011-08-30,2011-08-30T00:00:00Z,0.00128269
2011-08-31,2011-08-31T00:00:00Z,0.00082872
2011-09-01,2011-09-01T00:00:00Z,0.00079318
2011-09-02,2011-09-02T00:00:00Z,0.00099504
2011-09-03,2011-09-03T00:00:00Z,0.00066251
2011-09-04,2011-09-04T00:00:00Z,0.00138578
2011-09-05,2011-09-05T00:00:00Z,0.00104182
2011-09-06,2011-09-06T00:00:00Z,0.0008496
2011-09-07,2011-09-07T00:00:00Z,0.0011704
2011-09-08,2011-09-08T00:00:00Z,0.00073311
2011-09-09,2011-09-09T00:00:00Z,0.00106247
2011-09-10,2011-09-10T00:00:00Z,0.00091549
2011-09-11,2011-09-11T00:00:00Z,0.00080675
2011-09-12,2011-09-12T00:00:00Z,0.00083424
2011-09-13,2011-09-13T00:00:00Z,0.00065199
2011-09-14,2011-09-14T00:00:00Z,0.0006245
2011-09-15,2011-09-15T00:00:00Z,0.00115868
2011-09-16,2011-09-16T00:00:00Z,0.00081582
2011-09-17,2011-09-17T00:00:00Z,0.00096941
2011-09-18,2011-09-18T00:00:00Z,0.00092278
2011-09-19,2011-09-19T00:00:00Z,0.00090827
2011-09-20,2011-09-20T00:00:00Z,0.00082068
2011-09-21,2011-09-21T00:00:00Z,0.00068666
2011-09-22,2011-09-22T00:00:00Z,0.00063163
2011-09-23,2011-09-23T00:00:00Z,0.00068271
2011-09-24,2011-09-24T00:00:00Z,0.00119939
2011-09-25,2011-09-25T00:00:00Z,0.00060297
2011-09-26,2011-09-26T00:00:00Z,0.00053418
2011-09-27,2011-09-27T00:00:00Z,0.00078388
2011-09-28,2011-09-28T00:00:00Z,0.000746
2011-09-29,2011-09-29T00:00:00Z,0.00062302
2011-09-30,2011-09-30T00:00:00Z,0.00062814
2011-10-01,2011-10-01T00:00:00Z,0.00069618
2011-10-02,2011-10-02T00:00:00Z,0.00064709
2011-10-03,2011-10-03T00:00:00Z,0.00141797
2011-10-04,2011-10-04T00:00:00Z,0.00064483
2011-10-05,2011-10-05T00:00:00Z,0.00070449
2011-10-06,2011-10-06T00:00:00Z,0.00139851
2011-10-07,2011-10-07T00:00:00Z,0.00077549
2011-10-08,2011-10-08T00:00:00Z,0.00062741
2011-10-09,2011-10-09T00:00:00Z,0.00055127
2011-10-10,2011-10-10T00:00:00Z,0.00058092
2011-10-11,2011-10-11T00:00:00Z,0.00089726
2011-10-12,2011-10-12T00:00:00Z,0.00079408
2011-10-13,2011-10-13T00:00:00Z,0.00085116
2011-10-14,2011-10-14T00:00:00Z,0.00057067
2011-10-15,2011-10-15T00:00:00Z,0.00061988
2011-10-16,2011-10-16T00:00:00Z,0.00066002
2011-10-17,2011-10-17T00:00:00Z,0.00075863
2011-10-18,2011-10-18T00:00:00Z,0.00061203
2011-10-19,2011-10-19T00:00:00Z,0.00065276
2011-10-20,2011-10-20T00:00:00Z,0.00132586
2011-10-21,2011-10-21T00:00:00Z,0.00052641
2011-10-22,2011-10-22T00:00:00Z,0.000561
2011-10-23,2011-10-23T00:00:00Z,0.00056745
2011-10-24,2011-10-24T00:00:00Z,0.00060073
2011-10-25,2011-10-25T00:00:00Z,0.00053773
2011-10-26,2011-10-26T00:00:00Z,0.00059895
2011-10-27,2011-10-27T00:00:00Z,0.00058652
2011-10-28,2011-10-28T00:00:00Z,0.00060717
2011-10-29,2011-10-29T00:00:00Z,0.00063355
2011-10-30,2011-10-30T00:00:00Z,0.00067439
2011-10-31,2011-10-31T00:00:00Z,0.00061807
2011-11-01,2011-11-01T00:00:00Z,0.00087134
2011-11-02,2011-11-02T00:00:00Z,0.00056513
2011-11-03,2011-11-03T00:00:00Z,0.00047471
2011-11-04,2011-11-04T00:00:00Z,0.00049264
2011-11-05,2011-11-05T00:00:00Z,0.00062645
2011-11-06,2011-11-06T00:00:00Z,0.00048385
2011-11-07,2011-11-07T00:00:00Z,0.00064881
2011-11-08,2011-11-08T00:00:00Z,0.00071305
2011-11-09,2011-11-09T00:00:00Z,0.000522
2011-11-10,2011-11-10T00:00:00Z,0.00052153
2011-11-11,2011-11-11T00:00:00Z,0.00042037
2011-11-12,2011-11-12T00:00:00Z,0.00049581
2011-11-13,2011-11-13T00:00:00Z,0.00054342
2011-11-14,2011-11-14T00:00:00Z,0.00047755
2011-11-15,2011-11-15T00:00:00Z,0.00048525
2011-11-16,2011-11-16T00:00:00Z,0.00063754
2011-11-17,2011-11-17T00:00:00Z,0.00059083
2011-11-18,2011-11-18T00:00:00Z,0.00066659
2011-11-19,2011-11-19T00:00:00Z,0.00068033
2011-11-20,2011-11-20T00:00:00Z,0.00078992
2011-11-21,2011-11-21T00:00:00Z,0.00059588
2011-11-22,2011-11-22T00:00:00Z,0.00055285
2011-11-23,2011-11-23T00:00:00Z,0.00064282
2011-11-24,2011-11-24T00:00:00Z,0.00081532
2011-11-25,2011-11-25T00:00:00Z,0.00080105
2011-11-26,2011-11-26T00:00:00Z,0.00061189
2011-11-27,2011-11-27T00:00:00Z,0.00051558
2011-11-28,2011-11-28T00:00:00Z,0.00052446
2011-11-29,2011-11-29T00:00:00Z,0.000698
2011-11-30,2011-11-30T00:00:00Z,0.0005459
2011-12-01,2011-12-01T00:00:00Z,0.00072691
2011-12-02,2011-12-02T00:00:00Z,0.00074455
2011-12-03,2011-12-03T00:00:00Z,0.00084931
2011-12-04,2011-12-04T00:00:00Z,0.00054163
2011-12-05,2011-12-05T00:00:00Z,0.00049386
2011-12-06,2011-12-06T00:00:00Z,0.00054433
2011-12-07,2011-12-07T00:00:00Z,0.00064526
2011-12-08,2011-12-08T00:00:00Z,0.00048425
