date,Tokens Transferred (Mean)
2015-03-11,8.80695754
2015-03-12,10.92752163
2015-03-13,9.76451311
2015-03-14,8.94846378
2015-03-15,6.80143545
2015-03-16,8.93514578
2015-03-17,7.92679158
2015-03-18,15.32428996
2015-03-19,10.32029875
2015-03-20,7.98410693
2015-03-21,6.95897016
2015-03-22,5.42959284
2015-03-23,8.42759872
2015-03-24,10.33495281
2015-03-25,11.03497593
2015-03-26,9.76699016
2015-03-27,10.12263002
2015-03-28,7.25683036
2015-03-29,6.15785803
2015-03-30,8.10935682
2015-03-31,7.38978145
2015-04-01,9.04289209
2015-04-02,6.99993401
2015-04-03,7.06981991
2015-04-04,5.166036
2015-04-05,4.77349376
2015-04-06,6.90889892
2015-04-07,7.31942135
2015-04-08,8.30104711
2015-04-09,7.60570081
2015-04-10,9.00531604
2015-04-11,6.3005333
2015-04-12,5.52229943
2015-04-13,8.05713037
2015-04-14,8.99806459
2015-04-15,7.57632973
2015-04-16,11.51308083
2015-04-17,11.22616633
2015-04-18,7.94332783
2015-04-19,11.07574447
2015-04-20,11.23011449
2015-04-21,11.25074553
2015-04-22,11.72037831
2015-04-23,10.38200882
2015-04-24,11.51740104
2015-04-25,9.54135611
2015-04-26,11.86115151
2015-04-27,11.76139577
2015-04-28,11.59782865
2015-04-29,10.9289314
2015-04-30,10.63236051
2015-05-01,12.26215426
2015-05-02,8.81958788
2015-05-03,9.60387755
2015-05-04,11.99567179
2015-05-05,10.46388354
2015-05-06,10.57289102
2015-05-07,11.73533349
2015-05-08,10.00810362
2015-05-09,9.38755516
2015-05-10,10.77122539
2015-05-11,10.62672266
2015-05-12,9.54683367
2015-05-13,10.2371588
2015-05-14,10.27033235
2015-05-15,8.97373359
2015-05-16,8.43185208
2015-05-17,7.13467275
2015-05-18,9.54382857
2015-05-19,11.13893349
2015-05-20,10.25045968
2015-05-21,9.65846196
2015-05-22,12.69309863
2015-05-23,11.02255495
2015-05-24,7.69645952
2015-05-25,8.88294105
2015-05-26,9.32374206
2015-05-27,10.67071987
2015-05-28,9.10959846
2015-05-29,8.71034616
2015-05-30,7.10670705
2015-05-31,9.48722205
2015-06-01,11.73220284
2015-06-02,11.1189888
2015-06-03,10.73563674
2015-06-04,10.4761664
2015-06-05,13.12422968
2015-06-06,11.49476708
2015-06-07,11.7660124
2015-06-08,10.42183453
2015-06-09,10.50536548
2015-06-10,10.00427234
2015-06-11,10.52012701
2015-06-12,10.74914815
2015-06-13,9.98321424
2015-06-14,12.73930087
2015-06-15,11.4873417
2015-06-16,15.47797352
2015-06-17,14.23477026
2015-06-18,11.755981
2015-06-19,14.86359108
2015-06-20,10.83187025
2015-06-21,10.14118277
2015-06-22,9.3348279
2015-06-23,9.21446232
2015-06-24,10.16402305
2015-06-25,8.54347329
2015-06-26,13.06742024
2015-06-27,11.95399267
2015-06-28,8.30717901
2015-06-29,10.73038615
2015-06-30,10.70241967
2015-07-01,9.05701928
2015-07-02,9.45658413
2015-07-03,9.67005008
2015-07-04,8.88636898
2015-07-05,9.95779387
2015-07-06,8.68771645
2015-07-07,6.55080164
2015-07-08,6.32324081
2015-07-09,6.93205438
2015-07-10,9.55275439
2015-07-11,6.87137043
2015-07-12,6.04974895
2015-07-13,8.61372032
2015-07-14,10.59403758
2015-07-15,11.0469142
2015-07-16,12.32379244
2015-07-17,10.21354431
2015-07-18,6.96266283
2015-07-19,6.11146162
2015-07-20,8.13044876
2015-07-21,7.9974081
2015-07-22,8.10748537
2015-07-23,10.45143492
2015-07-24,11.237011
2015-07-25,7.68308666
2015-07-26,6.49992615
2015-07-27,8.86069575
2015-07-28,10.33983115
2015-07-29,7.83696991
2015-07-30,8.44455645
2015-07-31,7.16332607
2015-08-01,6.5219255
2015-08-02,6.27552178
2015-08-03,8.65017095
2015-08-04,8.96402528
2015-08-05,9.34373771
2015-08-06,8.62101117
2015-08-07,10.17753189
2015-08-08,12.39868419
2015-08-09,13.72202539
2015-08-10,10.70128781
2015-08-11,10.35014273
2015-08-12,11.58328954
2015-08-13,12.55387025
2015-08-14,12.5384407
2015-08-15,11.05589385
2015-08-16,12.30463456
2015-08-17,13.32460196
2015-08-18,15.33116441
2015-08-19,13.90141418
2015-08-20,13.63731715
2015-08-21,12.66369489
2015-08-22,12.2699943
2015-08-23,11.13328977
2015-08-24,16.29932642
2015-08-25,17.13182584
2015-08-26,13.02980726
2015-08-27,12.65561106
2015-08-28,14.08026873
2015-08-29,9.00598354
2015-08-30,8.07242123
2015-08-31,10.11209818
2015-09-01,11.10382139
2015-09-02,9.45099192
2015-09-03,9.65315908
2015-09-04,10.81044169
2015-09-05,7.44732006
2015-09-06,9.14742694
2015-09-07,8.24840951
2015-09-08,11.19707867
2015-09-09,10.44226936
2015-09-10,11.09355989
2015-09-11,6.81265275
2015-09-12,5.73248476
2015-09-13,5.85008336
2015-09-14,7.63076023
2015-09-15,8.13569382
2015-09-16,8.64105352
2015-09-17,5.05508754
2015-09-18,7.99788319
2015-09-19,9.59430914
2015-09-20,8.42098442
2015-09-21,12.33815203
2015-09-22,11.01814831
2015-09-23,9.6856295
2015-09-24,9.70509063
2015-09-25,10.73040605
2015-09-26,8.90277431
2015-09-27,6.98511025
2015-09-28,10.80256977
2015-09-29,12.12813904
2015-09-30,10.1950989
2015-10-01,11.85401867
2015-10-02,12.41681117
2015-10-03,8.46584923
2015-10-04,8.43599897
2015-10-05,10.9431912
2015-10-06,12.07569396
2015-10-07,10.86042025
2015-10-08,14.41424911
2015-10-09,11.19846738
2015-10-10,9.44744246
2015-10-11,9.39335918
2015-10-12,10.55387063
2015-10-13,12.4936589
2015-10-14,12.04641563
2015-10-15,12.94127463
2015-10-16,12.90207783
2015-10-17,11.23366744
2015-10-18,8.99059871
2015-10-19,10.3049709
2015-10-20,10.72265413
2015-10-21,9.40608871
2015-10-22,10.69710202
2015-10-23,10.14385788
2015-10-24,9.73739791
2015-10-25,10.78362802
2015-10-26,13.36466864
2015-10-27,11.96783773
2015-10-28,12.58982858
2015-10-29,14.5810661
2015-10-30,15.40971569
2015-10-31,11.95506982
2015-11-01,11.32469974
2015-11-02,14.96617718
2015-11-03,19.6576014
2015-11-04,54.17535487
2015-11-05,20.39678364
2015-11-06,16.77710046
2015-11-07,14.97543616
2015-11-08,14.71544336
2015-11-09,19.24881859
2015-11-10,18.20508321
2015-11-11,21.43101348
2015-11-12,19.05879507
2015-11-13,18.46428555
2015-11-14,20.60939758
2015-11-15,15.1533491
2015-11-16,16.90597735
2015-11-17,12.38096578
2015-11-18,10.98966939
2015-11-19,13.2218958
2015-11-20,14.33608252
2015-11-21,9.82134213
2015-11-22,8.79879966
2015-11-23,9.25084155
2015-11-24,9.46245907
2015-11-25,12.4119919
2015-11-26,12.86793925
2015-11-27,13.5885313
2015-11-28,11.83973207
2015-11-29,10.65194258
2015-11-30,13.44093222
2015-12-01,13.95030989
2015-12-02,14.98689637
2015-12-03,12.62659858
2015-12-04,15.42636256
2015-12-05,26.37970934
2015-12-06,30.54342747
2015-12-07,16.5797847
2015-12-08,15.40457684
2015-12-09,17.91342427
2015-12-10,15.29838059
2015-12-11,17.95406823
2015-12-12,16.46641297
2015-12-13,27.42462897
2015-12-14,20.94804097
2015-12-15,19.45307374
2015-12-16,20.09932307
2015-12-17,19.31382312
2015-12-18,18.98809746
2015-12-19,18.13178145
2015-12-20,20.34760888
2015-12-21,23.17757521
2015-12-22,21.52979984
2015-12-23,20.30089102
2015-12-24,22.2832013
2015-12-25,21.69127281
2015-12-26,15.04185711
2015-12-27,9.01063322
2015-12-28,12.42085167
2015-12-29,11.67666837
2015-12-30,12.98635039
2015-12-31,7.46712811
2016-01-01,7.6970751
2016-01-02,6.94656436
2016-01-03,6.28179218
2016-01-04,5.86479987
2016-01-05,7.62111691
2016-01-06,7.75795096
2016-01-07,8.43244864
2016-01-08,6.57286563
2016-01-09,4.70343268
2016-01-10,7.17680637
2016-01-11,9.52697944
2016-01-12,6.55428735
2016-01-13,7.47854801
2016-01-14,6.69328401
2016-01-15,9.40095232
2016-01-16,7.69188242
2016-01-17,50.76261386
2016-01-18,44.2508762
2016-01-19,47.13511373
2016-01-20,18.97051521
2016-01-21,23.64518915
2016-01-22,36.12658986
2016-01-23,156.46889917
2016-01-24,334.65187455
2016-01-25,78.21781459
2016-01-26,45.10409489
2016-01-27,60.52674504
2016-01-28,27.03996125
2016-01-29,31.98239813
2016-01-30,17.56251442
2016-01-31,9.6662588
2016-02-01,24.07134912
2016-02-02,15.79063908
2016-02-03,8.23298777
2016-02-04,12.37435966
2016-02-05,15.45949036
2016-02-06,13.98887193
2016-02-07,14.32602691
2016-02-08,11.68911333
2016-02-09,9.61392616
2016-02-10,11.22499327
2016-02-11,12.01805366
2016-02-12,13.14976399
2016-02-13,14.06016881
2016-02-14,14.92447785
2016-02-15,17.60547084
2016-02-16,18.3655489
2016-02-17,17.53134507
2016-02-18,18.08290705
2016-02-19,21.99138338
2016-02-20,19.14842692
2016-02-21,20.31946265
2016-02-22,18.76703234
2016-02-23,16.18634185
2016-02-24,16.30914826
2016-02-25,14.30571648
2016-02-26,16.13098657
2016-02-27,13.8815114
2016-02-28,36.36035242
2016-02-29,37.41277493
2016-03-01,39.71825538
2016-03-02,21.15276904
2016-03-03,15.91405595
2016-03-04,35.96940695
2016-03-05,83.08337642
2016-03-06,12.42647101
2016-03-07,15.81856181
2016-03-08,11.5278743
2016-03-09,10.83600195
2016-03-10,12.91745087
2016-03-11,12.44453667
2016-03-12,10.87931103
2016-03-13,10.81001533
2016-03-14,12.6192889
2016-03-15,15.69195875
2016-03-16,62.97269815
2016-03-17,38.33836801
2016-03-18,25.43176859
2016-03-19,12.33088086
2016-03-20,9.94285879
2016-03-21,10.24857169
2016-03-22,10.88136306
2016-03-23,11.05283908
2016-03-24,12.01911183
2016-03-25,12.25343784
2016-03-26,9.44836552
2016-03-27,10.82612307
2016-03-28,10.62818467
2016-03-29,10.70919724
2016-03-30,10.09783191
2016-03-31,10.59265677
2016-04-01,10.28320531
2016-04-02,9.57270818
2016-04-03,8.73915638
2016-04-04,10.19318981
2016-04-05,10.433567
2016-04-06,10.92239536
2016-04-07,12.53331926
2016-04-08,12.72830333
2016-04-09,11.43755922
2016-04-10,10.71163685
2016-04-11,11.16815427
2016-04-12,14.54598472
2016-04-13,14.39367515
2016-04-14,12.99915357
2016-04-15,18.00962463
2016-04-16,16.76081724
2016-04-17,13.6022905
2016-04-18,17.97461509
2016-04-19,16.35550076
2016-04-20,18.80412492
2016-04-21,23.65180189
2016-04-22,25.07818114
2016-04-23,18.49362247
2016-04-24,12.1327352
2016-04-25,12.49194428
2016-04-26,11.03926181
2016-04-27,10.37093188
2016-04-28,10.86518675
2016-04-29,9.62263666
2016-04-30,8.79599032
2016-05-01,9.80595791
2016-05-02,10.94121837
2016-05-03,9.64114636
2016-05-04,9.73131778
2016-05-05,9.40530732
2016-05-06,9.94210109
2016-05-07,9.36021316
2016-05-08,8.57596425
2016-05-09,9.09514793
2016-05-10,8.99142653
2016-05-11,10.70027482
2016-05-12,10.04047567
2016-05-13,11.09503268
2016-05-14,9.03186955
2016-05-15,10.1949791
2016-05-16,11.20388969
2016-05-17,11.32270337
2016-05-18,9.56185702
2016-05-19,11.60338376
2016-05-20,10.1835376
2016-05-21,8.23192112
2016-05-22,8.18715747
2016-05-23,9.57799457
2016-05-24,10.19209384
2016-05-25,13.47415216
2016-05-26,16.27994044
2016-05-27,19.15177847
2016-05-28,18.98290156
2016-05-29,15.32620783
2016-05-30,10.6276104
2016-05-31,11.89206579
2016-06-01,10.02553803
2016-06-02,10.12793717
2016-06-03,8.25252603
2016-06-04,7.58407842
2016-06-05,9.63834182
2016-06-06,8.86850369
2016-06-07,9.17754959
2016-06-08,8.70615959
2016-06-09,8.85346816
2016-06-10,10.0700278
2016-06-11,8.87628975
2016-06-12,13.43000352
2016-06-13,10.96098088
2016-06-14,9.54000868
2016-06-15,8.86337332
2016-06-16,10.43089903
2016-06-17,10.92550202
2016-06-18,9.93428529
2016-06-19,9.20164491
2016-06-20,10.60909613
2016-06-21,11.47439571
2016-06-22,11.50276281
2016-06-23,13.08608659
2016-06-24,11.75809562
2016-06-25,10.24165077
2016-06-26,9.86617163
2016-06-27,9.98891932
2016-06-28,8.7643313
2016-06-29,8.86251159
2016-06-30,8.97774367
2016-07-01,9.76356784
2016-07-02,10.80773175
2016-07-03,9.79378685
2016-07-04,12.14412208
2016-07-05,9.54834835
2016-07-06,9.49022397
2016-07-07,13.12424684
2016-07-08,10.86203643
2016-07-09,10.19183144
2016-07-10,9.36300992
2016-07-11,10.19826219
2016-07-12,10.56389201
2016-07-13,10.40775379
2016-07-14,9.63212549
2016-07-15,15.50259622
2016-07-16,10.78889223
2016-07-17,12.01800321
2016-07-18,10.11984465
2016-07-19,11.42945871
2016-07-20,10.80188879
2016-07-21,10.1424884
2016-07-22,10.93523309
2016-07-23,9.36792608
2016-07-24,10.04056746
2016-07-25,8.03985052
2016-07-26,9.72016939
2016-07-27,10.67573864
2016-07-28,10.47562886
2016-07-29,9.24490576
2016-07-30,9.41511394
2016-07-31,9.66496271
2016-08-01,7.66984913
2016-08-02,14.02763603
2016-08-03,10.24773677
2016-08-04,12.96070597
2016-08-05,10.03816662
2016-08-06,7.74789982
2016-08-07,9.74638635
2016-08-08,8.37516592
2016-08-09,9.60202469
2016-08-10,8.86810933
2016-08-11,8.85727271
2016-08-12,8.25786703
2016-08-13,9.54756592
2016-08-14,8.57218821
2016-08-15,10.23578412
2016-08-16,10.73658574
2016-08-17,8.40032981
2016-08-18,9.71593196
2016-08-19,9.65728687
2016-08-20,10.07014931
2016-08-21,7.2364666
2016-08-22,8.68814793
2016-08-23,8.74498061
2016-08-24,8.92344211
2016-08-25,9.11231445
2016-08-26,9.22686525
2016-08-27,7.6602827
2016-08-28,7.45866704
2016-08-29,7.60598461
2016-08-30,7.19766203
2016-08-31,7.88489305
2016-09-01,7.508356
2016-09-02,7.05893051
2016-09-03,7.17741803
2016-09-04,6.32778114
2016-09-05,7.52355162
2016-09-06,6.89360994
2016-09-07,6.39057035
2016-09-08,7.16329884
2016-09-09,7.93653086
2016-09-10,7.64164044
2016-09-11,8.34819414
2016-09-12,8.01119016
2016-09-13,8.25895533
2016-09-14,8.18353429
2016-09-15,6.69690309
2016-09-16,8.90669462
2016-09-17,6.84171162
2016-09-18,8.48569508
2016-09-19,9.27923256
2016-09-20,9.28343151
2016-09-21,7.80347043
2016-09-22,10.06080649
2016-09-23,10.09489972
2016-09-24,9.67513071
2016-09-25,9.46251128
2016-09-26,9.87027397
2016-09-27,7.22645321
2016-09-28,10.83189931
2016-09-29,7.57280656
2016-09-30,9.81869056
2016-10-01,7.17659238
2016-10-02,7.36791287
2016-10-03,7.69692294
2016-10-04,7.20146445
2016-10-05,8.62856768
2016-10-06,8.34671469
2016-10-07,8.89011274
2016-10-08,9.48037901
2016-10-09,12.81542736
2016-10-10,11.59574699
2016-10-11,10.86567666
2016-10-12,11.52762715
2016-10-13,9.08879971
2016-10-14,8.42992579
2016-10-15,16.19702086
2016-10-16,12.43762693
2016-10-17,7.9521416
2016-10-18,9.97418577
2016-10-19,9.73252327
2016-10-20,9.11750764
2016-10-21,11.95480063
2016-10-22,6.23216176
2016-10-23,9.80022628
2016-10-24,16.46624993
2016-10-25,13.11265238
2016-10-26,9.67581996
2016-10-27,10.69846168
2016-10-28,6.23367915
2016-10-29,6.54074345
2016-10-30,6.44872326
2016-10-31,7.46740392
2016-11-01,7.48318411
2016-11-02,17.81617277
2016-11-03,25.07169684
2016-11-04,23.75473433
2016-11-05,24.37021495
2016-11-06,23.91871476
2016-11-07,16.30087714
2016-11-08,11.81392033
2016-11-09,9.97533082
2016-11-10,6.48145323
2016-11-11,5.47666028
2016-11-12,4.14471066
2016-11-13,5.09121791
2016-11-14,5.71552727
2016-11-15,6.27286697
2016-11-16,6.74796038
2016-11-17,5.77750173
2016-11-18,5.81655452
2016-11-19,4.47726939
2016-11-20,4.76462301
2016-11-21,5.45598598
2016-11-22,5.98998767
2016-11-23,6.22017799
2016-11-24,5.69021438
2016-11-25,4.64151314
2016-11-26,4.3332457
2016-11-27,3.99973978
2016-11-28,5.06986115
2016-11-29,4.86430921
2016-11-30,4.6660834
2016-12-01,6.30993151
2016-12-02,5.65342788
2016-12-03,4.28402852
2016-12-04,3.72498563
2016-12-05,6.18797502
2016-12-06,5.16106939
2016-12-07,4.97686874
2016-12-08,5.03717447
2016-12-09,5.67340192
2016-12-10,4.67434098
2016-12-11,4.60650525
2016-12-12,6.29665736
2016-12-13,5.36392405
2016-12-14,5.779734
2016-12-15,7.23957137
2016-12-16,6.74078242
2016-12-17,5.5445526
2016-12-18,5.98312057
2016-12-19,6.52480332
2016-12-20,6.53812858
2016-12-21,8.7538841
2016-12-22,7.81341591
2016-12-23,8.63355549
2016-12-24,6.33581066
2016-12-25,5.53966722
2016-12-26,6.17416224
2016-12-27,7.55781143
2016-12-28,6.75438093
2016-12-29,5.84640367
2016-12-30,7.69436435
2016-12-31,5.50708194
2017-01-01,6.001746
2017-01-02,5.40590565
2017-01-03,6.46260483
2017-01-04,7.55010159
2017-01-05,10.39136746
2017-01-06,8.94929531
2017-01-07,7.63054871
2017-01-08,6.45513014
2017-01-09,7.75979873
2017-01-10,7.28180927
2017-01-11,13.13420892
2017-01-12,11.93266094
2017-01-13,8.65697186
2017-01-14,6.18831179
2017-01-15,7.30620974
2017-01-16,7.79833345
2017-01-17,7.89216306
2017-01-18,6.51032696
2017-01-19,8.65995889
2017-01-20,8.67255464
2017-01-21,5.81363399
2017-01-22,4.78873877
2017-01-23,6.46194717
2017-01-24,7.02882672
2017-01-25,6.33274608
2017-01-26,6.73226372
2017-01-27,6.83279189
2017-01-28,5.06598057
2017-01-29,5.68943144
2017-01-30,5.90616192
2017-01-31,5.82027678
2017-02-01,5.92676448
2017-02-02,7.13072053
2017-02-03,7.53347153
2017-02-04,7.43784853
2017-02-05,6.15965138
2017-02-06,7.29806576
2017-02-07,6.26548603
2017-02-08,6.35363957
2017-02-09,9.22383651
2017-02-10,9.09103281
2017-02-11,5.39486225
2017-02-12,4.01192559
2017-02-13,5.5150581
2017-02-14,6.10659217
2017-02-15,5.93459354
2017-02-16,10.5443291
2017-02-17,7.82206916
2017-02-18,4.35910571
2017-02-19,5.63455303
2017-02-20,5.51853604
2017-02-21,6.28216829
2017-02-22,9.03075642
2017-02-23,10.25617853
2017-02-24,5.58114269
2017-02-25,3.77236576
2017-02-26,4.24818514
2017-02-27,6.60812363
2017-02-28,6.00399752
2017-03-01,7.89270906
2017-03-02,8.32153715
2017-03-03,13.51433864
2017-03-04,7.42540845
2017-03-05,4.38691495
2017-03-06,6.65395394
2017-03-07,6.40125963
2017-03-08,8.4890521
2017-03-09,18.77428637
2017-03-10,8.91829396
2017-03-11,5.87952061
2017-03-12,5.43061604
2017-03-13,7.65004551
2017-03-14,8.70655801
2017-03-15,7.77655275
2017-03-16,10.1395662
2017-03-17,10.68455214
2017-03-18,9.86195161
2017-03-19,23.56560275
2017-03-20,11.89928027
2017-03-21,21.5313401
2017-03-22,16.55359842
2017-03-23,8.26353135
2017-03-24,13.38905719
2017-03-25,13.82750303
2017-03-26,7.98475877
2017-03-27,10.05977513
2017-03-28,7.93023492
2017-03-29,6.37937808
2017-03-30,7.49327757
2017-03-31,13.77787256
2017-04-01,11.17528322
2017-04-02,16.49012984
2017-04-03,14.44981235
2017-04-04,9.67228496
2017-04-05,7.24932552
2017-04-06,7.03896312
2017-04-07,19.94979762
2017-04-08,43.36627109
2017-04-09,6.34276763
2017-04-10,7.59759621
2017-04-11,6.5725506
2017-04-12,7.4353425
2017-04-13,9.3704737
2017-04-14,7.63415212
2017-04-15,5.94508438
2017-04-16,8.9792052
2017-04-17,9.99844966
2017-04-18,8.10244749
2017-04-19,7.01671659
2017-04-20,8.29433863
2017-04-21,7.07770099
2017-04-22,6.49520162
2017-04-23,6.43576929
2017-04-24,8.71388801
2017-04-25,9.97724769
2017-04-26,7.2620722
2017-04-27,8.85028043
2017-04-28,8.03832508
2017-04-29,6.1082664
2017-04-30,6.34306594
2017-05-01,8.50924478
2017-05-02,7.59668623
2017-05-03,8.89406995
2017-05-04,8.15166825
2017-05-05,10.71542331
2017-05-06,7.47175746
2017-05-07,7.00104863
2017-05-08,10.61878789
2017-05-09,9.49910361
2017-05-10,12.44339562
2017-05-11,10.32580805
2017-05-12,9.67145558
2017-05-13,9.1404117
2017-05-14,6.89447548
2017-05-15,9.42559567
2017-05-16,11.96296357
2017-05-17,12.74385149
2017-05-18,11.11105667
2017-05-19,9.21817536
2017-05-20,7.94584327
2017-05-21,7.09087132
2017-05-22,10.1365635
2017-05-23,11.18471873
2017-05-24,10.59494434
2017-05-25,10.08383296
2017-05-26,8.41186325
2017-05-27,8.00394866
2017-05-28,9.04117686
2017-05-29,7.84865784
2017-05-30,10.9959476
2017-05-31,10.35356837
2017-06-01,10.50039661
2017-06-02,10.78503698
2017-06-03,10.59066712
2017-06-04,13.10449583
2017-06-05,11.24175604
2017-06-06,8.5573147
2017-06-07,7.74173817
2017-06-08,7.79112372
2017-06-09,9.20010635
2017-06-10,9.60304848
2017-06-11,10.32435703
2017-06-12,10.7517781
2017-06-13,11.42203627
2017-06-14,11.35679377
2017-06-15,10.45951848
2017-06-16,12.7758512
2017-06-17,9.88276014
2017-06-18,10.80953166
2017-06-19,11.38582991
2017-06-20,11.2020785
2017-06-21,12.93930962
2017-06-22,12.11453306
2017-06-23,9.23771649
2017-06-24,9.92307812
2017-06-25,10.33740343
2017-06-26,14.43148751
2017-06-27,10.66451162
2017-06-28,10.09105404
2017-06-29,13.79240458
2017-06-30,12.99786921
2017-07-01,10.43964028
2017-07-02,9.15341479
2017-07-03,11.18214279
2017-07-04,8.94697374
2017-07-05,10.60599233
2017-07-06,9.84190178
2017-07-07,10.07077406
2017-07-08,12.22493439
2017-07-09,12.58536179
2017-07-10,12.9872496
2017-07-11,10.89811415
2017-07-12,10.23203201
2017-07-13,10.23178139
2017-07-14,11.41559851
2017-07-15,8.82622638
2017-07-16,10.01581852
2017-07-17,11.54025387
2017-07-18,10.18280583
2017-07-19,9.88689068
2017-07-20,10.61214501
2017-07-21,8.43250928
2017-07-22,8.02466095
2017-07-23,8.83657242
2017-07-24,9.96790916
2017-07-25,30.07284619
2017-07-26,15.57845138
2017-07-27,11.00872982
2017-07-28,17.00820899
2017-07-29,19.58782011
2017-07-30,48.17652923
2017-07-31,12.7588191
2017-08-01,19.98038089
2017-08-02,13.47488615
2017-08-03,10.01274
2017-08-04,9.87839658
2017-08-05,8.16543937
2017-08-06,8.813108
2017-08-07,9.4756542
2017-08-08,9.79612309
2017-08-09,9.28409804
2017-08-10,10.98924464
2017-08-11,11.37262651
2017-08-12,9.26637231
2017-08-13,8.51805832
2017-08-14,11.0509734
2017-08-15,8.61253409
2017-08-16,10.74981235
2017-08-17,8.03319425
2017-08-18,8.54664518
2017-08-19,8.81466036
2017-08-20,8.45632559
2017-08-21,10.54926414
2017-08-22,9.38920165
2017-08-23,7.48421779
2017-08-24,8.08734261
2017-08-25,6.81601815
2017-08-26,6.19127172
2017-08-27,4.90269938
2017-08-28,7.68570161
2017-08-29,6.96327612
2017-08-30,6.03240649
2017-08-31,6.37051542
2017-09-01,6.35023396
2017-09-02,6.66924088
2017-09-03,7.29253205
2017-09-04,8.98744318
2017-09-05,23.36872789
2017-09-06,9.12263421
2017-09-07,8.70776616
2017-09-08,7.75523587
2017-09-09,8.48624753
2017-09-10,8.39709091
2017-09-11,10.61839466
2017-09-12,9.48513078
2017-09-13,10.75072353
2017-09-14,11.93744572
2017-09-15,12.10131753
2017-09-16,9.81434531
2017-09-17,8.79297888
2017-09-18,10.69516636
2017-09-19,6.79490667
2017-09-20,8.22612482
2017-09-21,7.56829239
2017-09-22,8.23646332
2017-09-23,6.4431286
2017-09-24,6.03604169
2017-09-25,8.80492773
2017-09-26,7.93777083
2017-09-27,8.40585491
2017-09-28,8.34172206
2017-09-29,7.70274885
2017-09-30,7.80660544
2017-10-01,7.06300642
2017-10-02,6.8740814
2017-10-03,5.74718665
2017-10-04,6.30496854
2017-10-05,6.09644632
2017-10-06,4.8707044
2017-10-07,4.55948268
2017-10-08,5.33719952
2017-10-09,8.63253324
2017-10-10,6.43785314
2017-10-11,6.07795109
2017-10-12,6.74937892
2017-10-13,6.3599984
2017-10-14,5.17623165
2017-10-15,4.66759319
2017-10-16,6.1135732
2017-10-17,8.44852408
2017-10-18,6.53394903
2017-10-19,5.35047481
2017-10-20,6.16535862
2017-10-21,5.00050015
2017-10-22,5.18060106
2017-10-23,9.47275726
2017-10-24,7.44538906
2017-10-25,6.28909266
2017-10-26,6.55633099
2017-10-27,8.12155184
2017-10-28,6.84426741
2017-10-29,4.9660944
2017-10-30,5.86758689
2017-10-31,6.90332439
2017-11-01,6.23086667
2017-11-02,6.59052151
2017-11-03,10.93935797
2017-11-04,19.60721364
2017-11-05,24.14935041
2017-11-06,10.26588095
2017-11-07,10.49805686
2017-11-08,14.16167003
2017-11-09,6.5544226
2017-11-10,8.5870254
2017-11-11,8.55228044
2017-11-12,11.22693816
2017-11-13,14.14289637
2017-11-14,14.19646017
2017-11-15,10.63624426
2017-11-16,12.30030013
2017-11-17,12.45270711
2017-11-18,10.02598046
2017-11-19,20.55257871
2017-11-20,12.56449511
2017-11-21,9.80020119
2017-11-22,11.24110116
2017-11-23,9.67191164
2017-11-24,8.75690101
2017-11-25,8.61124363
2017-11-26,6.2162477
2017-11-27,6.39501371
2017-11-28,7.86991928
2017-11-29,8.19236284
2017-11-30,7.01606331
2017-12-01,5.61349667
2017-12-02,6.56291802
2017-12-03,5.29451269
2017-12-04,6.51949833
2017-12-05,7.43163351
2017-12-06,7.95933456
2017-12-07,9.19805469
2017-12-08,6.46984697
2017-12-09,7.17464171
2017-12-10,5.81857926
2017-12-11,7.28987091
2017-12-12,8.85191354
2017-12-13,7.69387268
2017-12-14,5.99689301
2017-12-15,6.79282178
2017-12-16,6.46603202
2017-12-17,6.09292349
2017-12-18,7.62193363
2017-12-19,5.2397412
2017-12-20,6.0143977
2017-12-21,5.33602633
2017-12-22,4.99289461
2017-12-23,5.77622038
2017-12-24,5.10227806
2017-12-25,7.90651554
2017-12-26,8.82921374
2017-12-27,7.55037178
2017-12-28,6.77444368
2017-12-29,6.52887431
2017-12-30,6.51291856
2017-12-31,5.63664881
2018-01-01,6.95897297
2018-01-02,7.43760023
2018-01-03,7.11187327
2018-01-04,6.43942534
2018-01-05,8.52232936
2018-01-06,8.30133653
2018-01-07,7.48632409
2018-01-08,7.29032749
2018-01-09,6.23147875
2018-01-10,6.22332008
2018-01-11,5.49504088
2018-01-12,5.92602094
2018-01-13,5.1329332
2018-01-14,5.39501596
2018-01-15,5.47013844
2018-01-16,9.51127296
2018-01-17,7.81814772
2018-01-18,6.96543311
2018-01-19,8.01562927
2018-01-20,6.06469453
2018-01-21,5.13466972
2018-01-22,6.20813177
2018-01-23,5.65685758
2018-01-24,5.99633048
2018-01-25,5.73345677
2018-01-26,7.71769868
2018-01-27,7.03821492
2018-01-28,14.66060489
2018-01-29,8.35760707
2018-01-30,9.97108706
2018-01-31,8.73949219
2018-02-01,8.499337
2018-02-02,6.18747139
2018-02-03,4.66314122
2018-02-04,5.59062357
2018-02-05,8.5420358
2018-02-06,7.83852272
2018-02-07,5.42354274
2018-02-08,6.7560959
2018-02-09,6.42833125
2018-02-10,8.45738218
2018-02-11,9.49779714
2018-02-12,8.95662068
2018-02-13,7.18582704
2018-02-14,7.92292766
2018-02-15,7.15537679
2018-02-16,5.86910806
2018-02-17,8.47752643
2018-02-18,10.27407117
